gisco_id,name,registered,turnout,invalid,blank,AUTOHTONA - HRVATSKA STRANKA PRAVA - A - HSP,MOST NEZAVISNIH LISTA - MOST,"MOŽEMO! - POLITIČKA PLATFORMA
NOVA LJEVICA - NL
RADNIČKA FRONTA - RF
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZAGREB JE NAŠ!
ZA GRAD","NEOVISNI ZA HRVATSKU - NHR
HRVATSKA STRANKA PRAVA - HSP
GENERACIJA OBNOVE - GO","STRANKA S IMENOM I PREZIMENOM
PAMETNO
FOKUS",BLOK UMIROVLJENICI ZAJEDNO - BUZ,"DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA","DOMOVINSKI POKRET MIROSLAVA ŠKORE - DOMOVINSKI POKRET
HRVATSKI SUVERENISTI
BLOK ZA HRVATSKU - BLOK
HRVATSKA KONZERVATIVNA STRANKA - HKS
HRAST - POKRET ZA USPJEŠNU HRVATSKU
STRANKA UMIROVLJENIKA - SU
ZELENA LISTA","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS",HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS,HRVATSKA STRANKA BUDUĆNOSTI - HSB,"NARODNA STRANKA - REFORMISTI - REFORMISTI
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ
STRANKA HRVATSKIH UMIROVLJENIKA - UMIROVLJENICI - UMIROVLJENICI","SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS",SOCIJALISTIČKA RADNIČKA PARTIJA HRVATSKE - SRP,ŽELJKO KERUM - HRVATSKA GRAĐANSKA STRANKA,"ŽIVI ZID
PROMIJENIMO HRVATSKU - PH
HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR
STRANKA IVANA PERNARA - SIP
HRVATSKA STRANKA SVIH ČAKAVACA KAJKAVACA I ŠTOKAVACA - HSSČKŠ
ZAGORSKA STRANKA ZA ZAGREB - ZSZ
NEZAVISNA LISTA STIPE PETRINA - NLSP","MOŽEMO! - POLITIČKA PLATFORMA
RADNIČKA FRONTA - RF
NOVA LJEVICA - NL
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZAGREB JE NAŠ!
ZA GRAD","DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA
LISTA ZA RIJEKU",HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ,MOJA VOLJENA HRVATSKA - MVH,NEOVISNA LISTA -  DINO DEBELJUH,NEOVISNA LISTA -  DAMIR GRÜNBAUM,NEOVISNA LISTA -  MARIN ŠKIBOLA,NEZAVISNA LISTA BURA - BURA,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS",UNIJA KVARNERA - UNIJA,DRAGANA JECKOV,SINIŠA LJUBOJEVIĆ,SRĐAN MILAKOVIĆ,BORIS MILOŠEVIĆ,MILORAD PUPOVAC,JOVICA RADMANOVIĆ,SNAGA SLAVONIJE I BARANJE - Snaga SiB,"""BANDIĆ MILAN 365 - STRANKA RADA I SOLIDARNOSTI"" - ""365 STRANKA RADA I SOLIDARNOSTI""",HRVATSKA DEMOKRATSKA STRANKA - HDS,HRVATSKA STRANKA GRAĐANSKOG OTPORA - HSGO,SLOBODNA HRVATSKA,BARI AHMEDI,ROBERT BOSAK,FRANJO HORVAT,VELJKO KAJTAZI,VLADIMIR BILEK,IVAN KOMAK,ABECEDA DEMOKRACIJE - ABECEDA,AUTOHTONA - HRVATSKA SELJAČKA STRANKA - A - HSS,"DEMOKRATI
HRVATSKI LABURISTI - STRANKA RADA
LISTA ZA RIJEKU
ZELENI SAVEZ - ZELENI",NEOVISNA LISTA -  IRENA FRANCEKOVIĆ,STRANKA HRVATSKI VIDIK - SHV,STRANKA HRVATSKOG ZAJEDNIŠTVA - SHZ,"MOŽEMO! - POLITIČKA PLATFORMA
ZAGREB JE NAŠ!
NOVA LJEVICA - NL
RADNIČKA FRONTA - RF
ODRŽIVI RAZVOJ HRVATSKE - ORAH
ZA GRAD","BRANITELJSKO DOMOLJUBNA STRANKA HRVATSKE - BDSH
HRVATSKA BRANITELJSKA PUČKA STRANKA - HBPS","HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ
HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS",HRVATSKA STRANKA REDA - HSR,"ŽELJKO LACKOVIĆ - NEZAVISNE LISTE
NARODNA STRANKA - REFORMISTI - REFORMISTI
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ
NEZAVISNI SELJACI HRVATSKE - NSH
HRVATSKA DEMOKRŠĆANSKA STRANKA - HDS",MENSUR FERHATOVIĆ,ARMIN HODŽIĆ,NEDŽAD HODŽIĆ,ERMINA LEKAJ PRLJASKAJ,BERMIN MEŠKIĆ,IDRIS SULEJMANI,HABIB TAHIRI,POKRET ZA MODERNU HRVATSKU,"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP
HRVATSKA SELJAČKA STRANKA - HSS
HRVATSKA STRANKA UMIROVLJENIKA - HSU
SNAGA - STRANKA NARODNOG I GRAĐANSKOG AKTIVIZMA - SNAGA
GRAĐANSKO-LIBERALNI SAVEZ - GLAS
ISTARSKI DEMOKRATSKI SABOR - IDS
PRIMORSKO GORANSKI SAVEZ - PGS
NARODNA STRANKA - REFORMISTI - REFORMISTI",NEOVISNA LISTA -  ŽELJKO GLASNOVIĆ,"ŽIVI ZID
STRANKA IVANA PERNARA - SIP
PROMIJENIMO HRVATSKU - PH
HRVATSKA SELJAČKA STRANKA - STJEPAN RADIĆ - HSS - SR","HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS
HRVATSKA SELJAČKA STRANKA BRAĆE RADIĆ - HSS BRAĆE RADIĆ",NARODNA STRANKA - REFORMISTI - REFORMISTI,FURIO RADIN,"NEZAVISNA LISTA STIPE PETRINA - NLSP
AKCIJA MLADIH - AM
ŽIVI ZID
PROMIJENIMO HRVATSKU - PH
STRANKA IVANA PERNARA - SIP",RÓBERT JANKOVICS
HR_03263,Petrijanec,3808,1999,68,0,9,32,34,1,21,8,5,93,0,158,5,269,555,0,0,48,0,0,459,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,10,6,0,0,1,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03271,Petrijevci,2285,1087,19,0,3,43,13,3,13,2,2,170,0,0,0,0,183,0,0,19,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0
HR_03280,Petrinja,20790,8938,249,0,30,464,1,38,142,21,71,1018,1,22,0,0,5,16,0,139,0,0,3573,18,0,0,0,0,0,0,30,6,9,31,51,10,0,44,19,0,0,0,0,0,0,0,0,0,22,0,0,0,0,289,7,2,2,0,0,20,0,3,5,2,0,27,2620,0,0,0,0,0,0,0
HR_03298,Petrovsko,2047,959,34,0,6,23,22,2,13,4,7,48,0,18,0,20,294,0,0,15,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03301,Pican,1499,631,26,0,3,35,0,2,19,5,0,19,0,3,0,0,0,0,0,19,35,28,70,0,3,1,4,2,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HR_03310,Pisarovina,3043,1404,44,0,7,69,92,17,60,11,0,175,0,5,0,3,212,0,0,39,0,0,619,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,0,0,0,0,2,12,6,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03328,Pitomaca,7797,3553,108,0,18,146,47,18,60,11,7,380,0,0,0,0,915,0,0,96,0,0,1642,0,0,0,0,0,0,0,0,1,0,0,1,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,8,0,0,0,0,0,0,5,0,0,0,0,0,55,12,0,0,0
HR_03336,Plaski,1737,713,26,0,4,15,7,0,3,0,0,27,0,1,0,0,251,0,0,12,0,0,213,0,0,0,0,0,0,0,80,39,33,84,110,25,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03344,Pleternica,9108,4703,118,0,19,719,19,30,41,0,22,729,0,2,0,15,497,0,0,44,0,0,2416,0,0,0,0,0,0,0,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03352,Ploce,8053,4664,119,0,10,381,67,11,98,11,7,350,2119,15,3,5,1360,17,57,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
HR_03379,Podbablje,3929,2221,28,0,4,601,5,12,8,2,0,373,1073,19,1,1,65,5,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03387,Podcrkavlje,2053,979,41,0,5,33,8,1,11,0,1,133,0,4,0,4,124,0,0,21,0,0,583,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03395,Podgora,2422,1115,35,0,3,86,35,6,73,4,3,81,368,0,0,1,340,6,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
HR_03409,Podgorac,2223,999,41,0,4,15,7,5,5,8,2,149,0,0,0,0,116,0,0,8,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,8,0,0,0
HR_03417,Podstrana,9030,3992,60,0,9,623,87,58,168,7,2,640,1761,24,2,4,366,8,129,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HR_03425,Podturen,3358,1303,35,0,9,41,16,4,16,4,9,76,0,27,15,16,589,0,0,26,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,3,6,0,0,19,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03433,Pojezerje,856,441,8,0,0,45,0,0,23,0,0,51,265,1,0,1,42,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03441,Polaca,1601,536,26,0,1,38,2,0,10,0,3,86,0,2,0,1,37,0,1,0,0,0,299,0,0,0,0,0,0,0,15,0,3,14,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
HR_03450,Policnik,4286,1903,74,0,10,157,22,22,31,6,3,207,0,6,0,14,153,0,7,0,0,0,1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,0
HR_03468,Popovac,1532,679,17,0,4,19,9,5,0,1,0,59,0,0,0,0,68,0,0,20,0,0,334,0,0,0,0,0,0,0,63,2,8,60,79,1,13,0,0,0,0,1,0,0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,7
HR_03476,Popovaca,9876,4423,138,0,23,226,1,254,156,20,4,632,2,14,0,2,10,15,0,97,0,0,1681,6,0,0,0,0,2,0,0,0,0,0,0,0,0,16,20,0,0,0,0,0,86,0,0,0,19,0,0,0,0,110,3,14,0,0,0,0,0,5,1,1,4,26,835,0,0,0,0,0,0,0
HR_03484,Poreč - Parenzo,16196,6956,164,0,19,279,7,11,209,39,0,348,0,79,0,15,32,21,1,233,439,75,1161,8,32,8,149,14,3311,11,4,0,2,4,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,18,0,17,0,1,2,9,8,21,16,149,0,0,7,0,0,0,0,22,0,2
HR_03492,Posedarje,3226,1551,38,0,9,134,15,11,34,7,5,161,0,6,0,2,178,0,8,0,0,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,44,0
HR_03506,Postira,1499,854,23,0,2,63,24,4,25,5,0,66,435,2,0,3,182,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HR_03514,Pozega,21518,10731,232,0,32,902,255,18,171,1,41,1686,1,29,0,71,2477,1,2,149,1,0,4546,0,0,0,0,0,2,0,12,4,1,7,14,0,47,2,3,0,0,0,1,3,1,3,0,0,0,0,0,1,0,5,1,9,0,0,0,0,0,3,0,11,0,0,4,0,0,0,0,0,0,0
HR_03522,Pregrada,5274,2113,70,0,6,66,58,10,46,9,4,127,0,13,11,12,891,0,0,53,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03549,Preko,4350,2265,47,0,7,207,64,5,77,20,6,174,1,8,0,6,624,0,5,1,1,0,842,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,4,4,41,0,41,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,1,58,1
HR_03557,Prelog,6524,3203,67,0,15,94,50,5,100,15,11,200,0,52,11,49,1330,0,0,100,0,0,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,5,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03565,Preseka,1042,459,16,0,1,18,0,1,17,4,7,45,0,11,0,0,165,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03573,Primošten,2586,1435,34,0,3,73,29,4,32,6,1,100,0,1,0,3,185,0,6,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,615,0
HR_03581,Pucisca,1851,1040,40,0,4,91,20,2,76,5,2,52,466,5,1,1,239,6,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03590,Pula - Pola,49966,22414,508,0,52,889,32,36,732,112,0,894,9,108,1,44,116,164,3,683,2582,346,3379,48,119,83,109,39,10523,31,27,4,12,25,47,2,0,3,1,0,0,0,2,2,94,4,0,0,0,0,0,0,0,74,1,49,0,0,4,22,23,41,126,88,0,1,22,0,0,1,0,141,4,3
HR_03603,Punat,2079,884,25,0,4,67,0,3,31,5,0,33,0,2,0,2,0,7,0,30,52,2,208,0,3,3,7,0,360,27,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0
HR_03611,Punitovci,1423,741,21,0,6,20,2,0,6,5,1,87,0,0,0,0,46,0,0,17,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,80,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,3,0,0,0
HR_03620,Pusca,2208,992,19,0,4,62,0,1,53,10,1,72,0,2,0,5,327,2,0,27,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,87,1,294,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
HR_03638,Rab,7423,3862,108,0,10,303,13,10,84,14,0,225,2,11,0,12,53,26,1,83,139,18,1498,7,1,6,24,9,1069,61,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,4,0,3,0,1,8,0,0,0,0,0,0,2
HR_03646,Radoboj,2673,1535,35,0,3,25,32,0,25,1,3,54,0,67,4,454,353,0,0,21,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03654,Rakovica,2135,1013,27,0,2,61,21,7,8,1,0,108,0,7,0,1,123,0,0,39,0,0,578,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,2,0,0,0,0,0,0,0,0,4,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03662,Rasinja,2532,958,29,0,6,37,0,3,15,2,1,91,0,76,0,0,344,0,0,23,0,0,0,0,0,0,0,0,0,0,3,2,3,5,12,4,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,2,0,10,5,252,2,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03689,Raša,2767,974,23,0,4,40,0,2,18,8,0,23,0,8,0,1,0,6,0,24,44,11,114,1,8,0,2,1,573,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,49,3,0,0,0,0,0,0,0,4,0,0
HR_03697,Ravna Gora,1955,991,34,0,3,24,24,7,13,6,0,47,0,2,0,2,305,0,0,21,0,0,475,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03719,Razanac,2783,1467,46,0,9,88,26,13,19,5,5,166,0,2,0,3,188,0,5,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
HR_03727,Resetari,3829,1599,40,0,5,46,10,2,16,0,7,346,0,3,0,5,341,0,0,36,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HR_03735,Rijeka,106254,43894,778,0,118,3212,69,148,2119,235,0,2193,5,99,0,68,106,150,1,1130,4340,478,11044,35,45,37,277,311,15476,677,56,34,31,52,134,51,1,5,0,0,0,1,4,0,120,15,0,0,0,1,2,0,0,52,0,10,1,0,50,27,56,58,32,4,0,0,12,0,0,0,0,96,2,12
HR_03743,Rovinj - Rovigno,13482,5638,130,0,21,244,8,5,134,19,0,219,1,19,0,11,30,31,0,217,396,85,739,5,31,4,29,15,2941,5,1,3,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,13,0,0,2,17,0,49,21,58,2,1,6,0,0,0,0,83,2,0
HR_03751,Rovisce,3843,1785,40,0,8,119,0,1,24,6,2,331,0,3,0,0,291,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,846,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03760,Rugvica,7051,3504,67,0,13,195,0,4,54,10,38,367,0,2,0,0,0,10,0,66,0,0,1933,3,0,0,0,0,0,0,0,0,0,0,1,0,0,23,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,100,3,0,0,0,0,3,0,0,3,0,0,10,577,0,0,0,0,0,0,0
HR_03778,Ruzic,1214,656,22,0,5,70,1,1,6,0,1,79,0,0,0,0,25,0,4,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
HR_03786,Saborsko,553,221,1,0,1,6,2,1,1,0,0,14,0,0,0,0,17,0,0,1,0,0,147,2,0,0,0,0,0,0,17,3,2,14,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03794,Sali,2292,1228,35,0,11,85,52,7,42,14,2,85,0,8,0,4,330,0,8,2,1,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,42,0
HR_03808,Samobor,32790,16165,392,0,47,820,1473,30,1994,45,1,1318,2,64,0,66,4722,0,0,326,1,0,4436,16,0,0,0,0,1,0,1,0,0,0,1,0,0,81,23,15,0,4,1,0,1,0,0,10,100,35,94,9,8,2,0,4,0,0,0,4,0,9,4,1,1,0,3,0,0,0,0,0,0,0
HR_03816,Satnica Đakovačka,1804,754,14,0,6,37,13,2,13,1,2,108,0,0,0,0,124,0,0,21,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0
HR_03824,Seget,4268,2500,67,0,7,139,34,6,41,0,4,213,0,12,0,11,374,0,31,0,0,0,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0
HR_03832,Selca,1765,873,23,0,1,89,20,4,45,5,0,69,283,2,1,3,263,5,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03859,Selnica,2637,918,19,0,4,42,33,3,29,3,8,49,0,18,5,20,427,0,0,23,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03867,Semeljci,3453,1306,40,0,6,36,6,6,13,8,9,219,0,0,0,0,163,0,0,16,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,1
HR_03875,Senj,6330,3331,90,0,34,295,54,48,41,26,8,423,0,17,0,8,618,0,12,1,0,0,1561,0,0,0,0,0,3,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,0,12,0,0,0,0,0,4,0,6,1,0,1,0,0,0,0,0,37,0
HR_03883,Sibinj,5791,2198,71,0,28,131,31,8,35,0,4,446,0,6,0,14,348,0,0,49,0,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03891,Sinj,20948,9732,188,0,36,2345,155,64,206,28,10,916,17,21,0,12,1371,0,116,1,0,0,4107,0,0,0,0,0,0,0,2,0,0,2,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,86,0
HR_03905,Sirac,1831,680,12,0,7,42,0,3,14,2,3,77,0,1,0,0,136,0,0,24,0,0,0,0,0,0,0,0,0,0,11,2,1,7,12,4,0,7,2,2,0,0,0,0,23,36,0,0,0,0,0,1,0,10,0,261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03913,Sisak,38888,18392,458,0,53,836,1,41,699,61,61,1689,1,94,0,0,7,66,0,272,0,0,7410,24,0,0,0,0,2,0,30,8,4,28,58,12,0,73,42,0,0,0,10,15,278,18,0,0,33,0,0,0,0,1047,17,0,0,0,1,64,4,10,83,13,1,63,4773,0,0,0,0,0,0,1
HR_03930,Skrad,868,450,8,0,1,19,9,1,7,2,0,22,0,1,0,3,153,0,0,7,0,0,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03948,Skradin,4127,1739,52,0,5,80,21,12,7,2,1,175,2,3,0,1,139,0,10,1,0,0,978,0,0,0,0,1,0,0,113,4,5,128,130,1,0,15,1,2,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
HR_03956,Slatina,11272,4899,82,0,24,124,73,44,180,15,7,893,0,0,0,0,1129,0,0,71,0,0,2157,0,0,0,0,0,0,0,7,6,4,8,19,2,21,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,2,1,0,0,0,0,6,0,0,0,0,1,0,0,22,10,0,0,0
HR_03964,Slavonski Brod,50662,20965,489,0,51,1299,430,102,544,0,40,3003,3,62,0,60,4847,0,0,385,0,0,9122,0,0,0,0,0,4,0,5,0,1,5,10,2,169,0,0,0,0,0,20,7,280,5,0,0,0,0,0,0,0,2,0,7,0,0,0,2,1,8,7,0,0,0,1,0,0,0,0,0,0,1
