gisco_id,name,registered,turnout,invalid,blank,MSZP,JOBBIK,LEHET MÁS A POLITIKA,MAGYAR DEMOKRATA FÓRUM,FIDESZ-KDNP,Jobbik,CIVIL MOZGALOM,Lehet Más a Politika,Fidesz-KDNP,MDF,Összefogás Párt BAZ M-i Lista,MSZDP,MAGYAR SZOCIALISTA PÁRT,MUNKÁSPÁRT,MIÉP,CIVILEK,Magyar Demokrata Fórum,LMP,Civil Mozgalom,Munkáspárt,Magyar Szocialista Párt,FIDESZ - KDNP
HU_2696,Magyargéc,619,371,4,0,66,65,0,0,220,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_3240,Magyarnándor,966,563,3,0,136,104,0,0,283,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0
HU_1464,Márkháza,195,158,0,0,11,32,0,0,106,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_2007,Mátramindszent,717,471,4,0,102,77,0,0,261,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_1937,Mátranovák,1591,879,6,0,233,177,0,0,385,0,0,57,0,0,0,0,0,0,0,0,0,0,0,21,0,0
HU_2433,Mátraszele,835,490,1,0,97,116,0,0,245,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0
HU_0433,Mátraszõlõs,1290,823,7,0,182,246,0,0,336,0,0,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_3352,Mátraterenye,1586,1022,5,0,342,185,0,0,434,0,0,31,0,0,0,0,0,0,0,0,0,0,0,25,0,0
HU_3010,Mátraverebély,1589,927,14,0,184,201,0,0,497,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_1322,Mihálygerge,547,365,4,0,82,57,0,0,202,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_2791,Mohora,765,390,4,0,73,36,0,0,230,0,0,31,0,0,0,0,0,0,0,0,0,0,0,16,0,0
HU_1639,Nagybárkány,501,337,2,0,29,58,0,0,240,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
HU_3428,Nagykeresztúr,226,146,0,0,38,22,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_2110,Nagylóc,1268,770,13,0,126,203,0,0,408,0,0,13,0,0,0,0,0,0,0,0,0,0,0,7,0,0
HU_2398,Nagyoroszi,1668,1010,8,0,150,166,0,0,594,0,0,71,0,0,0,0,0,0,0,0,0,0,0,21,0,0
HU_2758,Nemti,645,424,2,0,78,92,0,0,225,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0
HU_0979,Nézsa,898,602,7,0,54,110,0,0,401,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_0435,Nógrád,1236,881,12,0,135,153,0,0,509,0,0,63,0,0,0,0,0,0,0,0,0,0,0,9,0,0
HU_3230,Nógrádkövesd,574,352,2,0,87,52,0,0,192,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0
HU_2983,Nógrádmarcal,446,261,5,0,32,31,0,0,185,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_1213,Nógrádmegyer,1238,732,17,0,201,127,0,0,356,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,0
HU_0838,Nógrádsáp,757,566,7,0,79,101,0,0,361,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1949,Nógrádsipek,610,406,1,0,52,88,0,0,254,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_2734,Nógrádszakál,480,287,7,0,97,28,0,0,152,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2942,Nõtincs,935,705,5,0,74,130,0,0,442,0,0,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0
HU_0324,Õrhalom,913,629,8,0,99,133,0,0,349,0,0,31,0,0,0,0,0,0,0,0,0,0,0,9,0,0
HU_1931,Õsagárd,282,213,1,0,20,21,0,0,152,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0588,Palotás,1382,876,10,0,157,200,0,0,429,0,0,76,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_0719,Patak,784,555,4,0,57,112,0,0,363,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_3388,Patvarc,564,395,2,0,53,63,0,0,247,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_0740,Pásztó,7973,5396,58,0,903,1272,0,0,2785,0,0,353,0,0,0,0,0,0,0,0,0,0,0,25,0,0
HU_1159,Piliny,503,341,2,0,79,99,0,0,139,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_1786,Pusztaberki,122,105,0,0,19,14,0,0,67,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_2382,Rétság,2341,1639,4,0,262,315,0,0,933,0,0,109,0,0,0,0,0,0,0,0,0,0,0,16,0,0
HU_2888,Rimóc,1417,859,9,0,70,203,0,0,553,0,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0
HU_1219,Romhány,1821,1159,9,0,219,192,0,0,647,0,0,78,0,0,0,0,0,0,0,0,0,0,0,14,0,0
HU_2578,Salgótarján,31954,19484,155,0,5667,4092,0,0,7767,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,456,0,0
HU_1252,Ságújfalu,786,438,5,0,64,88,0,0,261,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_2457,Sámsonháza,215,167,2,0,15,31,0,0,114,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_1488,Sóshartyán,621,323,3,0,34,75,0,0,204,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_1979,Szalmatercs,376,254,1,0,26,52,0,0,166,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_1375,Szanda,561,362,2,0,60,59,0,0,219,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1019,Szarvasgede,372,248,2,0,56,67,0,0,118,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_1532,Szátok,391,250,1,0,14,50,0,0,180,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HU_0450,Szendehely,1252,858,5,0,90,135,0,0,563,0,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_0904,Szente,307,207,9,0,13,26,0,0,157,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_2304,Szécsénke,197,171,3,0,12,39,0,0,115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_0662,Szécsény,5063,3448,20,0,734,765,0,0,1749,0,0,149,0,0,0,0,0,0,0,0,0,0,0,31,0,0
HU_3301,Szécsényfelfalu,358,234,2,0,66,48,0,0,100,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_0795,Szilaspogony,257,163,4,0,37,17,0,0,95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0
HU_2163,Szirák,843,460,5,0,81,107,0,0,242,0,0,23,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_2819,Szuha,533,378,4,0,99,83,0,0,166,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0
HU_1904,Szurdokpüspöki,1680,1068,13,0,167,274,0,0,542,0,0,60,0,0,0,0,0,0,0,0,0,0,0,12,0,0
HU_1878,Szügy,1173,755,6,0,181,149,0,0,323,0,0,74,0,0,0,0,0,0,0,0,0,0,0,22,0,0
HU_3289,Tar,1623,979,2,0,168,221,0,0,523,0,0,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0
HU_2417,Tereske,568,340,5,0,29,37,0,0,250,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0
HU_0484,Terény,323,233,2,0,27,29,0,0,168,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HU_0638,Tolmács,623,423,7,0,63,69,0,0,260,0,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0
HU_3091,Vanyarc,1066,656,0,0,86,116,0,0,409,0,0,37,0,0,0,0,0,0,0,0,0,0,0,8,0,0
HU_2949,Varsány,1353,855,4,0,107,223,0,0,501,0,0,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_1032,Vizslás,1152,646,1,0,136,168,0,0,288,0,0,35,0,0,0,0,0,0,0,0,0,0,0,18,0,0
HU_2166,Zabar,421,204,0,0,22,67,0,0,110,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_3436,Rákóczibánya,519,331,5,0,76,61,0,0,178,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_0150,Ipolyszög,505,333,1,0,45,89,0,0,177,0,0,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HU_0152,Somoskőújfalu,1998,1228,14,0,259,269,0,0,597,0,0,63,0,0,0,0,0,0,0,0,0,0,0,26,0,0
HU_2787,Abony,11946,7406,44,0,0,1876,409,91,3971,0,79,0,0,0,0,0,936,0,0,0,0,0,0,0,0,0
HU_1857,Acsa,1131,641,2,0,0,161,22,12,367,0,8,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
HU_3165,Albertirsa,9845,5931,53,0,0,1042,390,162,3194,0,67,0,0,0,0,0,1023,0,0,0,0,0,0,0,0,0
HU_2319,Alsónémedi,3883,2543,19,0,0,445,130,41,1597,0,32,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0
HU_3356,Apaj,947,496,3,0,0,113,21,12,246,0,10,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0
HU_1618,Aszód,4854,3162,8,0,0,552,198,98,1675,0,55,0,0,0,0,0,576,0,0,0,0,0,0,0,0,0
HU_1010,Áporka,923,585,2,0,0,100,18,18,285,0,6,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0
HU_0913,Bag,3061,2163,16,0,0,474,109,47,1197,0,18,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0
HU_1877,Bernecebaráti,732,502,7,0,0,71,11,6,352,0,4,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
HU_2509,Bénye,985,596,4,0,0,110,18,9,341,0,9,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0
HU_0889,Biatorbágy,8878,6420,21,0,0,695,668,246,3622,0,108,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0
HU_0340,Budajenõ,1285,957,3,0,0,131,114,39,517,0,12,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0
HU_2346,Budakalász,8174,6042,43,0,0,785,662,202,3205,0,132,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,0
HU_1205,Budakeszi,10739,8099,44,0,0,776,1036,299,4274,0,159,0,0,0,0,0,1511,0,0,0,0,0,0,0,0,0
HU_2327,Budaörs,21391,15581,96,0,0,1594,2057,586,7729,0,369,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0
HU_3202,Bugyi,4094,2536,13,0,0,515,109,47,1458,0,40,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0
HU_1134,Cegléd,29973,19338,131,0,0,4353,1022,620,9783,0,227,0,0,0,0,0,3202,0,0,0,0,0,0,0,0,0
HU_2064,Ceglédbercel,3640,2341,11,0,0,575,132,62,1158,0,27,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0
HU_0518,Csemõ,3214,1832,31,0,0,552,46,19,956,0,9,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
HU_1847,Csévharaszt,1490,839,5,0,0,136,42,5,551,0,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
HU_0682,Csobánka,2377,1588,6,0,0,182,200,43,879,0,20,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0
HU_3311,Csomád,1071,733,4,0,0,120,85,29,346,0,23,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
HU_2280,Csömör,6660,4737,15,0,0,585,540,146,2455,0,120,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0
HU_2698,Csõvár,542,365,5,0,0,76,16,14,216,0,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0
HU_0924,Dabas,13182,8523,40,0,0,1576,412,156,5057,0,77,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0
HU_3181,Dánszentmiklós,2175,1192,8,0,0,213,42,16,668,0,8,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0
HU_1839,Dány,3434,2329,18,0,0,460,58,30,1568,0,15,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0
HU_0997,Délegyháza,2510,1454,27,0,0,289,99,32,738,0,24,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0
HU_2401,Diósd,6372,4756,21,0,0,560,552,205,2288,0,127,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0
HU_0480,Domony,1625,1105,3,0,0,210,45,29,666,0,9,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0
HU_2964,Dömsöd,4711,2883,17,0,0,494,105,35,1849,0,28,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0
HU_2536,Dunabogdány,2562,1846,6,0,0,172,112,44,1290,0,34,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0
HU_0958,Dunaharaszti,15550,10663,55,0,0,1482,1109,291,5228,0,281,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0
HU_1861,Dunakeszi,30422,21261,132,0,0,2786,2543,795,9961,0,714,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0
HU_2053,Dunavarsány,5673,3507,26,0,0,677,280,74,1662,0,77,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0
HU_2451,Ecser,2927,2117,10,0,0,289,156,90,1073,0,63,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0
HU_1348,Erdõkertes,5788,3508,20,0,0,592,374,90,1680,0,49,0,0,0,0,0,703,0,0,0,0,0,0,0,0,0
HU_3098,Érd,50040,33878,207,0,0,5026,3057,1049,17117,0,674,0,0,0,0,0,6748,0,0,0,0,0,0,0,0,0
HU_0912,Farmos,2970,1667,5,0,0,353,51,25,948,0,15,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0
HU_0603,Felsõpakony,2560,1587,11,0,0,335,121,29,812,0,29,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
HU_3261,Fót,14693,10120,64,0,0,1599,989,269,4913,0,347,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0
HU_1329,Galgagyörk,816,550,1,0,0,156,18,7,307,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
HU_1950,Galgahévíz,2066,1329,16,0,0,251,66,22,794,0,12,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
HU_2712,Galgamácsa,1523,1001,8,0,0,263,70,28,506,0,5,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0
HU_0944,Gomba,2305,1275,9,0,0,261,56,18,692,0,7,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0
HU_2364,Göd,13749,9941,55,0,0,1353,1159,330,4973,0,193,0,0,0,0,0,1878,0,0,0,0,0,0,0,0,0
HU_3255,Gödöllõ,24788,17660,86,0,0,2578,1905,691,8880,0,316,0,0,0,0,0,3204,0,0,0,0,0,0,0,0,0
HU_2562,Gyál,18021,10998,64,0,0,2335,845,272,5113,0,245,0,0,0,0,0,2124,0,0,0,0,0,0,0,0,0
HU_2973,Gyömrõ,12397,8060,62,0,0,1377,594,314,3959,0,215,0,0,0,0,0,1539,0,0,0,0,0,0,0,0,0
HU_0969,Halásztelek,6975,4682,28,0,0,688,528,132,2245,0,102,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0
HU_3355,Herceghalom,1452,1032,6,0,0,110,115,32,541,0,33,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0
HU_0984,Hernád,3175,1786,6,0,0,420,104,42,882,0,23,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0
HU_1394,Hévízgyörk,2493,1764,6,0,0,324,88,39,1041,0,22,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0
HU_0330,Iklad,1747,1163,7,0,0,262,72,37,558,0,23,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0
HU_3210,Inárcs,3524,2262,12,0,0,417,153,59,1231,0,14,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0
HU_2809,Ipolydamásd,291,211,2,0,0,45,10,3,92,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
HU_0497,Ipolytölgyes,221,147,2,0,0,21,12,3,97,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
HU_0780,Isaszeg,8678,5460,34,0,0,1080,372,115,2849,0,56,0,0,0,0,0,954,0,0,0,0,0,0,0,0,0
HU_1100,Jászkarajenõ,2203,1197,13,0,0,251,30,21,715,0,18,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0
HU_3223,Kakucs,2204,1460,9,0,0,200,96,24,913,0,23,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0
HU_3069,Kartal,4699,2871,24,0,0,538,128,77,1645,0,33,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0
HU_2782,Káva,523,354,5,0,0,83,14,7,195,0,3,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0
HU_2234,Kemence,838,592,5,0,0,43,25,20,423,0,4,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0
HU_3416,Kerepes,7752,5364,33,0,0,996,511,176,2486,0,107,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0
HU_1081,Kiskunlacháza,7145,4486,20,0,0,1234,206,90,2214,0,59,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0
HU_3373,Kismaros,1707,1283,2,0,0,213,120,31,664,0,24,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0
HU_0522,Kisnémedi,569,352,4,0,0,53,20,3,197,0,6,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
HU_2985,Kisoroszi,762,585,5,0,0,76,46,17,335,0,8,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
HU_3415,Kistarcsa,9008,6294,38,0,0,1062,565,176,3222,0,148,0,0,0,0,0,1083,0,0,0,0,0,0,0,0,0
HU_3277,Kocsér,1534,971,7,0,0,107,34,14,697,0,11,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0
HU_2768,Kosd,1928,1304,9,0,0,258,51,21,816,0,14,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0
HU_3136,Kóka,3531,2105,9,0,0,459,80,34,1214,0,23,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0
HU_2467,Kóspallag,563,384,2,0,0,73,21,5,230,0,4,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
HU_3297,Kõröstetétlen,693,467,5,0,0,88,14,3,292,0,8,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
HU_3080,Leányfalu,2660,1934,10,0,0,238,204,62,1080,0,39,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0
HU_2268,Letkés,887,627,3,0,0,162,20,8,343,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
HU_0914,Lórév,251,145,0,0,0,19,7,9,45,0,2,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
HU_1092,Maglód,8825,5871,44,0,0,980,412,158,3026,0,213,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0
HU_1075,Majosháza,1170,786,4,0,0,131,39,23,408,0,13,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0
HU_0439,Makád,1012,593,4,0,0,128,28,10,317,0,8,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
HU_0457,Márianosztra,690,430,0,0,0,90,15,6,224,0,11,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0
HU_0369,Mende,3428,2072,17,0,0,392,109,44,1154,0,16,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0
HU_2446,Mikebuda,601,327,0,0,0,71,19,5,187,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
HU_1778,Mogyoród,4738,3456,21,0,0,410,306,95,2090,0,77,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0
HU_1055,Monor,14227,9407,44,0,0,1582,441,181,5648,0,174,0,0,0,0,0,1337,0,0,0,0,0,0,0,0,0
HU_1477,Nagybörzsöny,585,374,6,0,0,145,11,4,164,0,1,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
HU_1343,Nagykáta,10146,6660,45,0,0,1673,205,122,3642,0,73,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0
HU_0999,Nagykovácsi,4850,3633,19,0,0,355,530,124,1915,0,92,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0
HU_1971,Nagykõrös,19491,11788,82,0,0,1838,580,253,6846,0,274,0,0,0,0,0,1915,0,0,0,0,0,0,0,0,0
HU_3173,Nagymaros,3804,2731,8,0,0,433,127,53,1622,0,36,0,0,0,0,0,452,0,0,0,0,0,0,0,0,0
HU_2340,Nagytarcsa,2764,2001,6,0,0,306,212,59,1034,0,45,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0
HU_2303,Nyáregyháza,2980,1689,27,0,0,353,70,18,954,0,21,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0
HU_2006,Nyársapát,1443,730,10,0,0,155,28,15,429,0,6,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
HU_0407,Ócsa,7134,4617,16,0,0,942,232,78,2669,0,59,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0
HU_0528,Örkény,3668,2132,21,0,0,304,102,43,1205,0,14,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0
HU_0854,Õrbottyán,5291,3518,19,0,0,609,283,82,1870,0,112,0,0,0,0,0,543,0,0,0,0,0,0,0,0,0
HU_2224,Pánd,1466,778,5,0,0,187,32,11,382,0,14,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0
HU_1502,Páty,5137,3601,19,0,0,447,395,99,1946,0,78,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0
HU_1868,Penc,1169,740,6,0,0,139,34,14,459,0,11,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
HU_2818,Perbál,1638,1082,4,0,0,128,65,30,662,0,10,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0
HU_0418,Perõcsény,309,205,1,0,0,25,7,2,134,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
HU_0405,Pécel,11409,7728,58,0,0,1205,682,212,3984,0,134,0,0,0,0,0,1453,0,0,0,0,0,0,0,0,0
HU_2184,Péteri,1660,1081,17,0,0,189,67,27,518,0,35,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0
HU_0982,Pilis,8921,4936,50,0,0,1146,261,99,2472,0,60,0,0,0,0,0,848,0,0,0,0,0,0,0,0,0
HU_2960,Pilisborosjenõ,2702,1960,9,0,0,218,293,78,950,0,36,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0
HU_0714,Piliscsaba,5599,3934,54,0,0,477,370,108,2150,0,57,0,0,0,0,0,718,0,0,0,0,0,0,0,0,0
HU_3414,Pilisjászfalu,1088,660,1,0,0,114,65,34,313,0,20,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0
HU_0529,Pilisszántó,1974,1303,8,0,0,202,104,40,674,0,25,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0
HU_1139,Pilisszentiván,3405,2534,7,0,0,292,227,56,1514,0,39,0,0,0,0,0,399,0,0,0,0,0,0,0,0,0
HU_1873,Pilisszentkereszt,1765,1252,11,0,0,179,114,39,690,0,23,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0
HU_0845,Pilisszentlászló,863,608,7,0,0,86,63,20,376,0,8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
HU_1434,Pilisvörösvár,11067,7587,43,0,0,936,559,210,4613,0,90,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0
HU_0637,Pomáz,12953,9186,75,0,0,1134,1039,310,4800,0,196,0,0,0,0,0,1632,0,0,0,0,0,0,0,0,0
HU_0490,Pócsmegyer,1470,1056,4,0,0,134,103,32,592,0,22,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
HU_2308,Pusztavacs,1163,699,4,0,0,112,21,10,446,0,7,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0
HU_1558,Pusztazámor,875,546,6,0,0,91,48,13,284,0,10,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0
HU_2138,Püspökhatvan,1184,818,2,0,0,131,41,13,547,0,10,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
HU_0430,Püspökszilágy,617,403,0,0,0,61,26,11,234,0,5,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0
HU_1726,Ráckeve,7747,4971,29,0,0,1129,260,79,2633,0,77,0,0,0,0,0,764,0,0,0,0,0,0,0,0,0
HU_0237,Rád,1430,991,5,0,0,184,70,20,611,0,14,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
HU_0738,Solymár,7790,6046,28,0,0,576,678,206,3564,0,101,0,0,0,0,0,893,0,0,0,0,0,0,0,0,0
HU_0684,Sóskút,2441,1597,14,0,0,277,123,34,826,0,25,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0
HU_2171,Sülysáp,6419,4247,25,0,0,783,250,68,2462,0,68,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0
HU_2145,Szada,3314,2336,17,0,0,375,226,57,1226,0,77,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0
HU_1731,Százhalombatta,14564,9886,51,0,0,1523,901,330,4442,0,225,0,0,0,0,0,2414,0,0,0,0,0,0,0,0,0
HU_1544,Szentendre,20103,14749,90,0,0,1746,1770,604,7700,0,284,0,0,0,0,0,2555,0,0,0,0,0,0,0,0,0
HU_0754,Szentlõrinckáta,1535,807,6,0,0,184,39,9,459,0,3,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0
HU_2865,Szentmártonkáta,3958,2203,17,0,0,551,84,28,1127,0,28,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0
HU_2625,Szigetbecse,1099,763,3,0,0,175,37,12,406,0,15,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0
HU_0787,Szigetcsép,1942,1206,6,0,0,209,74,30,592,0,21,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0
HU_1327,Szigethalom,13214,7711,50,0,0,1377,797,226,3422,0,165,0,0,0,0,0,1674,0,0,0,0,0,0,0,0,0
HU_2621,Szigetmonostor,1830,1318,5,0,0,191,103,40,755,0,15,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0
HU_1518,Szigetszentmárton,1792,1154,4,0,0,204,121,31,511,0,20,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0
HU_2895,Szigetszentmiklós,25797,16909,117,0,0,2483,2233,492,7622,0,404,0,0,0,0,0,3558,0,0,0,0,0,0,0,0,0
HU_2211,Szigetújfalu,1767,1091,12,0,0,198,81,29,461,0,29,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0
HU_2491,Szob,2316,1554,6,0,0,344,84,29,786,0,19,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0
HU_0694,Szokolya,1417,904,8,0,0,204,41,19,490,0,10,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0
HU_1269,Szõd,2738,1911,10,0,0,307,170,40,1170,0,25,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0
HU_2886,Szõdliget,3529,2531,25,0,0,407,248,69,1176,0,57,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0
HU_3196,Tahitótfalu,4321,3065,10,0,0,362,221,85,1925,0,45,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0
