gisco_id,name,registered,turnout,invalid,blank,Komitet Wyborczy Platforma Obywatelska Rzeczypospolitej Polskiej,Komitet Wyborczy Polska Partia Pracy,Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,Komitet Wyborczy Unii Polityki Realnej,Narodowy Komitet Wyborczy Wyborców,Komitet Wyborczy Inicjatywa dla Polski,Komitet Wyborczy Wyborców Socjaldemokracji Polskiej,Komitet Wyborczy Prawo i Sprawiedliwość,Komitet Wyborczy Liga Polskich Rodzin,"Komitet Wyborczy Wyborców - Ogólnopolski Komitet Obywatelski ""OKO""",Komitet Wyborczy Unii Wolności,Komitet Wyborczy Polskiego Stronnictwa Ludowego,Koalicyjny Komitet Wyborczy KPEiR-PLD,"Komitet Wyborczy Antyklerykalnej Partii Postępu ""Racja""",Komitet Wyborczy Polskiej Partii Narodowej,Komitet Wyborczy Wyborców Konfederacja Ruch Obrony Bezrobotnych,Komitet Wyborczy Wyborców Zieloni 2004,Komitet Wyborczy Narodowego Odrodzenia Polski,"Komitet Wyborczy Wyborców ""Razem dla Przyszłości""",Komitet Wyborczy Demokratycznej Partii Lewicy
PL_1433062,Miedzna,3546,939,35,0,41,6,268,19,6,1,4,16,108,208,13,11,201,1,0,1,0,0,0,0,0
PL_1433072,Sadowne,5017,898,17,0,31,4,207,27,7,2,2,9,26,186,1,5,372,2,0,0,0,0,0,0,0
PL_1433082,Stoczek,4277,885,39,0,32,9,270,3,8,1,0,12,55,176,3,1,271,2,0,3,0,0,0,0,0
PL_1433092,Wierzbno,2579,451,19,0,16,5,206,10,2,1,3,15,22,69,19,2,62,0,0,0,0,0,0,0,0
PL_1434011,Kobyłka,12888,3265,37,0,521,10,177,97,102,47,22,225,798,704,1,403,61,19,0,0,8,16,0,17,0
PL_1434021,Marki,15769,3155,45,0,473,7,151,72,57,32,33,268,882,611,2,446,41,7,0,0,5,16,0,7,0
PL_1434031,Ząbki,15990,4339,48,0,722,12,178,84,104,26,41,256,1215,983,16,518,78,15,0,0,9,19,0,15,0
PL_1434041,Zielonka,12840,4014,80,0,646,6,156,195,79,26,32,351,1032,792,11,499,49,16,0,0,3,20,0,21,0
PL_1434052,Dąbrówka,4964,743,19,0,63,3,214,10,7,8,7,31,119,172,0,17,68,1,0,0,1,2,0,1,0
PL_1434062,Jadów,6112,713,23,0,89,3,148,31,6,13,6,37,117,132,1,50,43,7,0,0,1,4,0,2,0
PL_1434072,Klembów,6396,969,34,0,111,3,136,19,2,32,6,50,200,223,6,59,73,2,0,0,1,3,0,9,0
PL_1434082,Poświętne,4445,473,27,0,26,5,104,5,5,10,6,6,79,143,2,5,47,3,0,0,0,0,0,0,0
PL_1434093,Radzymin,13960,2745,64,0,296,17,259,70,29,32,30,163,523,605,10,189,427,9,0,0,6,9,0,7,0
PL_1434102,Strachówka,2546,294,10,0,23,3,74,11,3,1,3,7,41,63,3,10,35,3,0,0,1,3,0,0,0
PL_1434113,Tłuszcz,13776,1828,50,0,266,11,294,87,20,33,28,133,315,369,4,113,71,11,0,0,4,9,0,10,0
PL_1434123,Wołomin,37899,8828,175,0,1391,34,469,336,194,327,110,710,2159,1700,22,926,165,30,0,0,15,44,0,21,0
PL_1435012,Brańszczyk,6491,1061,34,0,122,12,274,36,6,4,8,35,92,297,5,21,108,6,0,1,0,0,0,0,0
PL_1435022,Długosiodło,6014,843,34,0,73,10,249,41,6,3,3,61,82,156,2,18,99,4,0,2,0,0,0,0,0
PL_1435032,Rząśnik,5015,901,25,0,64,10,320,24,8,3,5,13,48,170,3,9,190,6,0,3,0,0,0,0,0
PL_1435042,Somianka,4390,888,49,0,75,9,264,30,19,2,3,15,39,97,0,20,256,7,0,3,0,0,0,0,0
PL_1435053,Wyszków,28394,5077,138,0,1357,25,600,350,117,20,36,260,640,922,27,219,335,23,0,8,0,0,0,0,0
PL_1435062,Zabrodzie,4218,659,22,0,89,7,137,13,6,3,2,19,64,174,0,13,106,4,0,0,0,0,0,0,0
PL_1436012,Kazanów,3648,732,37,0,47,4,179,127,6,0,8,6,24,77,6,3,207,0,0,1,0,0,0,0,0
PL_1436022,Policzna,4731,629,21,0,30,2,280,38,3,6,3,6,23,88,2,8,114,5,0,0,0,0,0,0,0
PL_1436032,Przyłęk,5142,706,16,0,38,2,332,29,5,9,3,21,23,71,2,4,146,2,0,3,0,0,0,0,0
PL_1436042,Tczów,3675,729,30,0,18,5,159,20,6,5,5,1,3,103,1,8,360,3,0,2,0,0,0,0,0
PL_1436053,Zwoleń,12255,2169,69,0,292,12,542,164,27,23,18,73,201,386,28,32,278,18,0,6,0,0,0,0,0
PL_1437013,Bieżuń,4303,617,33,0,43,2,149,36,15,1,4,17,154,62,3,6,86,5,0,1,0,0,0,0,0
PL_1437022,Kuczbork-Osada,4060,601,36,0,27,4,195,55,34,1,3,8,28,67,2,5,130,5,0,1,0,0,0,0,0
PL_1437032,Lubowidz,5806,898,65,0,81,8,220,56,30,3,4,18,68,188,6,7,138,6,0,0,0,0,0,0,0
PL_1437042,Lutocin,3703,447,13,0,28,6,158,20,15,2,2,6,36,53,3,2,99,4,0,0,0,0,0,0,0
PL_1437052,Siemiątkowo,2950,356,22,0,19,10,119,25,2,0,6,5,28,40,4,5,65,5,0,1,0,0,0,0,0
PL_1437063,Żuromin,11343,1471,51,0,224,14,327,172,19,7,9,74,119,163,8,31,240,9,0,4,0,0,0,0,0
PL_1438011,Żyrardów,33145,6336,207,0,1709,39,492,599,119,23,42,497,808,1138,32,375,195,53,0,8,0,0,0,0,0
PL_1438023,Mszczonów,8581,1370,43,0,282,4,251,78,12,6,9,48,166,306,8,21,128,8,0,0,0,0,0,0,0
PL_1438032,Puszcza Mariańska,6385,914,29,0,153,7,153,71,16,6,9,37,97,183,12,32,101,8,0,0,0,0,0,0,0
PL_1438042,Radziejowice,3551,739,24,0,108,5,85,19,11,0,3,20,66,113,3,28,250,3,0,1,0,0,0,0,0
PL_1438052,Wiskitki,7179,939,45,0,135,5,226,51,21,2,3,25,87,208,5,17,99,8,0,2,0,0,0,0,0
PL_1461011,M. Ostrołęka,42680,8911,237,0,1774,41,804,685,188,19,39,419,2272,1548,34,250,416,142,0,43,0,0,0,0,0
PL_1462011,M. Płock,102046,20706,521,0,5076,104,1884,1953,719,38,428,1251,3235,2119,61,932,2095,249,0,41,0,0,0,0,0
PL_1463011,M. Radom,180292,39788,903,0,9034,221,2736,3235,743,1295,438,1931,4814,7607,252,2555,3607,329,0,88,0,0,0,0,0
PL_1464011,M. Siedlce,59280,13200,278,0,3372,55,1135,964,248,27,99,884,1751,2025,40,523,1586,187,0,26,0,0,0,0,0
PL_1465011,M. St. Warszawa,1331043,473341,6394,0,75642,1089,12208,32984,10435,2344,6339,64210,109395,42264,1587,95086,5001,1764,0,0,894,3709,0,1996,0
PL_1601011,Brzeg,31359,6965,181,0,2194,34,500,753,242,39,88,273,495,1481,75,191,199,51,84,0,19,47,19,0,0
PL_1601022,Skarbimierz,5068,1161,45,0,173,2,259,64,16,1,14,17,51,253,19,14,205,7,7,0,7,4,3,0,0
PL_1601033,Grodków,15362,2437,89,0,493,15,470,372,82,43,16,61,121,465,32,37,89,15,19,0,8,10,0,0,0
PL_1601043,Lewin Brzeski,10343,1701,57,0,407,14,287,163,36,7,17,31,76,406,10,35,79,16,9,0,6,10,35,0,0
PL_1601052,Lubsza,6748,1170,52,0,294,12,189,91,15,5,12,39,73,259,6,12,81,11,5,0,2,6,6,0,0
PL_1601062,Olszanka,3849,750,20,0,95,7,177,66,6,0,5,16,24,231,1,4,83,5,4,0,1,4,1,0,0
PL_1602013,Baborów,5175,573,20,0,147,5,117,71,11,2,1,18,46,73,4,14,25,4,8,0,1,5,1,0,0
PL_1602022,Branice,6211,968,55,0,145,16,229,118,30,5,5,54,61,77,7,22,103,8,14,0,9,8,2,0,0
PL_1602033,Głubczyce,19520,3431,107,0,817,23,597,369,85,23,13,177,288,616,21,85,106,20,40,0,12,22,10,0,0
PL_1602043,Kietrz,9303,1872,88,0,288,23,574,132,42,9,10,73,113,340,11,37,78,16,12,0,8,12,6,0,0
PL_1603011,Kędzierzyn-Koźle,52107,9630,293,0,3013,53,596,1136,540,65,61,795,895,1353,44,381,88,61,127,0,40,72,17,0,0
PL_1603022,Bierawa,6226,711,39,0,281,10,70,41,33,6,9,27,63,69,1,26,5,10,7,0,7,5,2,0,0
PL_1603032,Cisek,5113,372,20,0,124,6,71,22,16,3,2,24,21,38,0,9,7,5,2,0,0,1,1,0,0
PL_1603042,Pawłowiczki,6906,632,43,0,150,7,121,60,11,18,2,17,53,76,0,12,24,8,11,0,8,8,3,0,0
PL_1603052,Polska Cerekiew,3803,445,22,0,160,6,83,40,14,3,3,18,19,40,3,11,9,2,4,0,1,5,2,0,0
PL_1603062,Reńska Wieś,6924,743,34,0,226,4,63,56,9,12,6,29,147,107,4,20,10,5,4,0,3,2,2,0,0
PL_1604013,Byczyna,7592,1020,33,0,195,11,239,116,24,6,4,24,73,186,2,33,53,8,3,0,2,6,2,0,0
PL_1604023,Kluczbork,31137,5204,149,0,1555,47,527,540,197,34,38,228,490,844,20,165,201,44,49,0,20,38,18,0,0
PL_1604032,Lasowice Wielkie,5813,676,40,0,158,9,104,101,19,5,19,11,38,80,8,11,44,8,8,0,4,6,3,0,0
PL_1604043,Wołczyn,11178,2002,81,0,310,22,465,219,42,3,7,50,144,425,5,45,122,12,13,0,13,18,6,0,0
PL_1605013,Gogolin,10008,759,63,0,283,7,74,73,21,5,3,16,56,67,1,33,11,14,7,0,5,15,5,0,0
PL_1605023,Krapkowice,19527,2429,80,0,935,16,184,312,93,12,18,108,219,219,18,76,29,25,38,0,12,25,10,0,0
PL_1605032,Strzeleczki,6240,425,36,0,150,5,46,31,23,12,0,12,21,45,1,19,16,0,1,0,2,4,1,0,0
PL_1605042,Walce,4789,377,17,0,136,3,44,22,8,14,7,9,27,58,0,9,16,1,2,0,1,2,1,0,0
PL_1605053,Zdzieszowice,13473,1455,52,0,454,13,117,155,59,6,6,56,248,129,12,70,17,11,20,0,3,21,6,0,0
PL_1606012,Domaszowice,2977,927,46,0,109,12,194,203,25,1,12,13,92,88,3,12,99,2,7,0,2,7,0,0,0
PL_1606023,Namysłów,20739,4428,149,0,780,34,532,422,90,20,23,121,1158,612,12,117,247,28,33,0,16,23,11,0,0
PL_1606032,Pokój,4238,642,32,0,131,5,86,44,14,2,9,17,36,59,5,18,172,3,6,0,0,1,2,0,0
PL_1606042,Świerczów,2839,564,17,0,71,5,124,87,5,6,5,3,50,87,1,3,84,5,3,0,4,4,0,0,0
PL_1606052,Wilków,3540,717,31,0,84,5,177,81,10,2,7,12,86,120,0,15,62,4,9,0,3,7,2,0,0
PL_1607013,Głuchołazy,21141,3686,103,0,762,29,620,424,98,69,25,129,332,708,12,151,100,34,38,0,23,22,7,0,0
PL_1607022,Kamiennik,2959,506,13,0,49,7,124,105,5,15,3,11,17,81,0,8,59,3,5,0,0,1,0,0,0
PL_1607033,Korfantów,7557,834,51,0,121,4,212,63,31,39,7,23,69,120,5,12,47,6,5,0,8,9,2,0,0
PL_1607042,Łambinowice,6153,844,30,0,107,2,150,127,22,69,5,22,38,172,6,17,37,6,16,0,5,12,1,0,0
PL_1607053,Nysa,49106,9440,251,0,1935,42,992,1386,405,1155,50,270,601,1491,45,352,192,71,123,0,29,37,13,0,0
PL_1607063,Otmuchów,11565,2322,84,0,314,19,432,500,59,107,16,46,132,397,4,59,91,23,11,0,5,18,5,0,0
PL_1607073,Paczków,10911,2107,77,0,310,17,337,182,54,127,22,58,140,404,8,21,282,18,22,0,8,11,9,0,0
PL_1607082,Pakosławice,2988,568,20,0,70,6,130,64,9,40,4,10,35,99,0,14,46,6,9,0,5,0,1,0,0
PL_1607092,Skoroszyce,5062,552,34,0,55,10,137,73,10,30,5,10,27,87,0,3,49,6,8,0,3,4,1,0,0
PL_1608013,Dobrodzień,8444,802,37,0,255,8,102,76,12,5,4,20,75,135,6,34,16,2,3,0,1,10,1,0,0
PL_1608023,Gorzów Śląski,6004,631,28,0,150,7,163,72,20,6,6,16,32,67,1,12,39,1,4,0,3,3,1,0,0
PL_1608033,Olesno,14925,1857,56,0,605,11,290,210,70,5,16,69,176,161,3,95,36,11,15,0,8,14,6,0,0
PL_1608043,Praszka,11470,1924,82,0,410,8,329,285,72,23,17,85,110,169,6,76,165,20,38,0,11,11,7,0,0
PL_1608052,Radłów,3575,271,10,0,57,2,71,45,4,2,1,13,9,22,0,15,8,7,0,0,1,2,2,0,0
PL_1608062,Rudniki,6745,997,60,0,178,11,297,78,18,10,4,35,59,99,5,11,102,8,10,0,5,4,3,0,0
PL_1608072,Zębowice,3246,278,19,0,79,2,44,23,4,0,2,6,19,59,0,5,7,3,2,0,0,1,3,0,0
PL_1609012,Chrząstowice,5163,546,23,0,229,8,36,43,39,1,8,7,55,39,4,18,16,2,3,0,3,6,6,0,0
PL_1609022,Dąbrowa,7146,1067,68,0,385,8,110,60,34,4,5,26,93,107,3,32,98,7,9,0,2,12,4,0,0
PL_1609032,Dobrzeń Wielki,10938,1358,72,0,572,12,84,76,78,13,12,26,109,147,6,53,67,12,6,0,5,6,2,0,0
PL_1609042,Komprachcice,8566,897,29,0,408,3,56,74,26,5,11,22,74,78,3,41,28,11,13,0,2,8,5,0,0
PL_1609052,Łubniany,7413,614,36,0,283,2,41,47,18,1,2,13,46,47,6,27,24,6,6,0,3,6,0,0,0
PL_1609062,Murów,4770,475,30,0,158,4,51,61,9,1,4,15,31,47,10,13,10,8,7,0,1,12,3,0,0
PL_1609073,Niemodlin,10663,1586,61,0,417,19,236,158,57,18,8,40,123,256,10,51,75,21,16,0,4,14,2,0,0
PL_1609083,Ozimek,17095,1687,59,0,660,18,111,184,58,19,24,58,143,149,18,72,40,17,26,0,13,15,3,0,0
PL_1609092,Popielów,6764,710,46,0,195,6,89,71,18,4,2,9,53,104,2,26,63,2,12,0,3,4,1,0,0
PL_1609102,Prószków,7780,875,27,0,360,8,68,78,44,11,10,26,76,66,8,35,22,4,3,0,15,5,9,0,0
PL_1609112,Tarnów Opolski,7709,751,53,0,219,9,57,66,30,1,8,20,115,113,2,22,13,6,5,0,2,5,5,0,0
PL_1609122,Tułowice,4238,664,25,0,213,7,102,76,23,14,7,24,39,71,5,12,24,4,8,0,3,5,2,0,0
PL_1609132,Turawa,7666,724,38,0,266,13,70,71,39,8,11,18,65,57,3,21,19,6,5,0,2,10,2,0,0
PL_1610013,Biała,9141,1014,74,0,255,12,198,113,47,3,8,19,52,101,7,48,29,12,3,0,10,12,11,0,0
PL_1610023,Głogówek,11281,1335,61,0,285,27,211,168,38,12,12,44,87,262,4,24,54,17,12,0,7,6,4,0,0
PL_1610032,Lubrza,3503,665,35,0,116,10,164,63,18,4,2,25,45,98,0,5,63,4,2,0,2,6,3,0,0
PL_1610043,Prudnik,23631,4567,99,0,1165,33,725,558,166,24,34,115,372,933,11,128,92,21,48,0,12,26,5,0,0
PL_1611012,Izbicko,4295,463,17,0,129,4,67,71,13,3,0,14,27,41,2,17,26,4,10,0,3,12,3,0,0
PL_1611022,Jemielnica,5699,468,28,0,155,1,66,56,9,2,7,10,29,63,2,19,9,6,3,0,0,2,1,0,0
PL_1611033,Kolonowskie,5083,563,35,0,198,4,51,47,11,2,0,6,90,57,3,18,13,8,3,0,2,7,8,0,0
PL_1611043,Leśnica,6773,767,31,0,275,10,56,65,40,5,5,17,57,148,2,12,27,6,2,0,2,4,3,0,0
PL_1611053,Strzelce Opolskie,27933,3664,190,0,1132,45,335,508,154,21,46,158,263,369,16,159,67,42,59,0,27,50,23,0,0
PL_1611063,Ujazd,4843,695,46,0,228,9,106,41,14,3,6,12,46,88,3,28,21,4,4,0,2,26,8,0,0
PL_1611073,Zawadzkie,10319,1108,59,0,337,7,106,103,40,1,14,25,161,152,4,47,13,12,6,0,6,7,8,0,0
PL_1661011,M. Opole,99824,24080,466,0,10123,64,808,2899,1239,106,206,949,2268,2243,111,1339,310,330,242,0,66,273,38,0,0
PL_1801032,Czarna,1829,356,10,0,35,0,66,31,3,0,0,10,41,66,4,7,72,6,0,0,5,0,0,0,0
PL_1801052,Lutowiska,1676,327,11,0,50,6,49,69,1,1,3,7,22,51,6,22,21,1,0,0,7,0,0,0,0
PL_1801083,Ustrzyki Dolne,14021,2349,97,0,410,25,260,416,25,13,37,67,264,449,24,56,163,18,0,0,25,0,0,0,0
PL_1802013,Brzozów,19965,3278,111,0,359,21,415,211,31,18,27,58,526,1144,15,34,236,35,0,0,37,0,0,0,0
PL_1802022,Domaradz,4592,528,20,0,32,4,85,25,3,4,30,6,110,135,9,4,48,5,0,0,8,0,0,0,0
PL_1802032,Dydnia,6202,992,52,0,71,10,256,61,10,2,10,12,124,182,8,5,153,14,0,0,22,0,0,0,0
PL_1802042,Haczów,7032,980,26,0,106,7,130,37,7,2,8,27,156,323,9,18,105,10,0,0,9,0,0,0,0
PL_1802052,Jasienica Rosielna,5325,878,19,0,48,7,149,29,2,2,11,19,180,323,3,3,74,2,0,0,7,0,0,0,0
PL_1802062,Nozdrzec,6812,1347,37,0,49,2,154,29,8,11,5,6,79,115,2,4,836,6,0,0,4,0,0,0,0
PL_1803011,Dębica,37633,8743,235,0,1518,34,684,781,114,39,39,324,2131,1840,248,207,385,70,0,0,94,0,0,0,0
PL_1803022,Brzostek,9640,1898,68,0,133,15,414,56,18,9,8,24,423,463,20,25,180,12,0,0,30,0,0,0,0
PL_1803032,Czarna,9174,1915,66,0,181,16,302,90,2,12,8,15,177,460,43,34,470,12,0,0,27,0,0,0,0
PL_1803042,Dębica,17531,3517,107,0,440,20,608,171,22,20,12,68,578,999,43,66,313,17,0,0,33,0,0,0,0
PL_1803052,Jodłowa,4139,552,21,0,25,4,170,14,11,3,3,7,54,155,2,2,68,3,0,0,10,0,0,0,0
PL_1803063,Pilzno,12808,2693,117,0,236,18,553,56,15,21,7,34,496,763,30,31,279,23,0,0,14,0,0,0,0
PL_1803072,Żyraków,9762,1947,55,0,141,8,375,95,7,12,11,42,334,502,28,23,275,17,0,0,22,0,0,0,0
PL_1804011,Jarosław,32572,7655,175,0,1040,33,437,570,45,713,20,183,1450,1993,22,180,692,40,0,0,62,0,0,0,0
PL_1804021,Radymno,4210,867,34,0,91,7,46,137,0,9,0,11,224,227,2,12,50,9,0,0,8,0,0,0,0
PL_1804032,Chłopice,4255,865,36,0,35,8,229,36,1,16,1,13,60,163,10,10,242,3,0,0,2,0,0,0,0
PL_1804042,Jarosław,9582,1953,56,0,135,13,403,60,6,42,7,34,374,498,8,23,259,13,0,0,22,0,0,0,0
PL_1804052,Laszki,5281,1468,43,0,27,14,203,75,0,29,11,21,116,224,12,9,656,12,0,0,16,0,0,0,0
PL_1804062,Pawłosiów,5983,1310,37,0,99,8,190,56,8,54,3,49,243,361,11,6,179,2,0,0,4,0,0,0,0
PL_1804072,Pruchnik,7009,1331,39,0,50,14,333,49,9,32,6,28,153,398,7,6,193,7,0,0,7,0,0,0,0
PL_1804082,Radymno,8551,1821,69,0,60,9,341,128,8,43,3,25,323,332,11,15,439,7,0,0,8,0,0,0,0
PL_1804092,Rokietnica,3341,489,20,0,20,6,158,16,0,14,0,5,27,123,4,1,88,3,0,0,4,0,0,0,0
PL_1804102,Roźwienica,4769,1023,40,0,30,8,227,52,3,13,2,19,74,299,7,6,237,1,0,0,5,0,0,0,0
PL_1804112,Wiązownica,8119,1794,58,0,96,17,308,46,1,54,2,33,238,570,23,20,310,14,0,0,4,0,0,0,0
PL_1805011,Jasło,30456,6901,172,0,1424,20,612,618,181,256,60,184,1183,1311,34,187,558,31,0,0,70,0,0,0,0
PL_1805022,Brzyska,4666,555,24,0,56,3,131,27,7,9,8,8,57,116,1,4,90,1,0,0,13,0,0,0,0
PL_1805032,Dębowiec,6255,1509,55,0,126,7,487,58,20,59,13,26,144,351,5,17,106,15,0,0,20,0,0,0,0
PL_1805042,Jasło,12361,2882,111,0,325,19,613,124,14,259,12,31,387,587,11,40,274,34,0,0,41,0,0,0,0
PL_1805052,Kołaczyce,6523,1347,37,0,101,12,318,65,31,17,3,12,216,284,6,13,154,6,0,0,72,0,0,0,0
PL_1805062,Krempna,1557,254,21,0,22,0,50,21,3,4,2,6,32,15,2,9,63,1,0,0,3,0,0,0,0
PL_1805072,Nowy Żmigród,7170,1465,79,0,102,5,316,38,20,4,2,21,96,381,14,9,346,17,0,0,15,0,0,0,0
PL_1805082,Osiek Jasielski,3979,663,29,0,44,6,189,36,3,5,1,7,126,109,5,2,95,2,0,0,4,0,0,0,0
PL_1805092,Skołyszyn,9439,2108,72,0,138,18,388,144,15,27,4,38,433,511,8,46,237,13,0,0,16,0,0,0,0
PL_1805112,Tarnowiec,7023,1137,47,0,125,8,181,44,14,18,1,14,148,305,8,7,187,9,0,0,21,0,0,0,0
PL_1806012,Cmolas,5775,1007,39,0,78,4,105,42,68,8,4,8,127,357,40,2,114,5,0,0,6,0,0,0,0
PL_1806023,Kolbuszowa,18456,4136,108,0,581,14,275,246,139,43,12,45,500,1467,248,42,375,20,0,0,21,0,0,0,0
PL_1806032,Majdan Królewski,7270,1368,34,0,128,4,182,25,14,3,1,6,214,580,34,13,116,6,0,0,8,0,0,0,0
PL_1806042,Niwiska,4290,818,36,0,39,4,156,31,1,65,5,10,70,182,21,9,185,3,0,0,1,0,0,0,0
PL_1806052,Raniżów,5323,964,37,0,78,4,138,24,13,1,4,12,190,314,17,7,112,12,0,0,1,0,0,0,0
PL_1806062,Dzikowiec,4880,882,22,0,26,2,77,25,2,2,0,9,24,326,19,4,342,1,0,0,1,0,0,0,0
PL_1807012,Chorkówka,9857,2027,63,0,165,20,352,96,35,17,7,53,290,488,35,32,287,63,0,0,24,0,0,0,0
PL_1807023,Dukla,12805,2028,84,0,227,20,348,88,28,24,6,41,218,574,24,31,199,89,0,0,27,0,0,0,0
PL_1807033,Iwonicz-Zdrój,8077,1827,45,0,190,7,179,86,15,15,5,54,193,715,23,59,170,57,0,0,14,0,0,0,0
PL_1807043,Jedlicze,11771,1950,60,0,194,11,265,217,28,12,15,64,326,429,47,34,203,26,0,0,19,0,0,0,0
PL_1807052,Korczyna,8234,1563,37,0,120,3,136,82,29,16,6,30,371,442,23,23,205,25,0,0,15,0,0,0,0
PL_1807062,Krościenko Wyżne,3843,789,18,0,52,1,46,30,5,3,7,6,417,126,8,35,28,3,0,0,4,0,0,0,0
PL_1807072,Miejsce Piastowe,10055,2158,84,0,249,8,215,133,34,36,16,57,255,814,33,36,140,25,0,0,23,0,0,0,0
PL_1807083,Rymanów,12243,3456,175,0,323,21,541,180,32,12,27,48,479,1038,50,43,380,47,0,0,60,0,0,0,0
PL_1807092,Wojaszówka,6964,1069,57,0,114,6,131,61,15,13,5,20,138,229,19,9,219,16,0,0,17,0,0,0,0
PL_1808011,Leżajsk,11540,2541,63,0,450,8,169,198,30,20,29,58,377,779,7,55,225,42,0,0,31,0,0,0,0
PL_1808022,Grodzisko Dolne,6295,1308,35,0,76,11,155,24,6,8,8,4,213,442,5,7,290,17,0,0,7,0,0,0,0
PL_1808032,Kuryłówka,4301,1016,38,0,34,7,170,30,3,5,1,4,60,182,6,4,446,21,0,0,5,0,0,0,0
PL_1808042,Leżajsk,14294,2860,70,0,169,12,468,99,17,4,11,24,297,978,15,16,588,72,0,0,20,0,0,0,0
PL_1808053,Nowa Sarzyna,16449,3300,76,0,264,7,307,163,34,10,8,52,628,1311,18,37,319,47,0,0,19,0,0,0,0
PL_1809011,Lubaczów,9938,2056,67,0,221,17,118,308,19,29,5,69,210,381,10,51,512,16,0,0,23,0,0,0,0
PL_1809023,Cieszanów,5833,1555,62,0,50,8,210,228,6,21,4,40,71,250,4,17,557,10,0,0,17,0,0,0,0
PL_1809032,Horyniec-Zdrój,3986,754,31,0,54,8,110,78,6,7,3,52,60,109,2,18,192,8,0,0,16,0,0,0,0
PL_1809042,Lubaczów,6908,1005,33,0,68,3,220,64,4,21,7,11,46,194,3,3,311,8,0,0,9,0,0,0,0
PL_1809053,Narol,6687,1127,38,0,74,9,255,177,6,15,9,15,73,269,7,12,145,16,0,0,7,0,0,0,0
PL_1809063,Oleszyce,5121,1558,44,0,65,17,303,96,3,22,2,21,92,314,8,12,513,16,0,0,30,0,0,0,0
PL_1809072,Stary Dzików,3582,634,26,0,9,6,145,65,2,1,0,13,36,110,5,2,197,11,0,0,6,0,0,0,0
PL_1809082,Wielkie Oczy,3020,627,13,0,38,7,122,54,3,8,2,9,20,143,1,7,190,4,0,0,6,0,0,0,0
PL_1810011,Łańcut,14273,4055,79,0,698,7,112,332,75,14,24,187,985,1200,14,91,191,21,0,0,25,0,0,0,0
PL_1810022,Białobrzegi,5921,1092,38,0,84,5,154,25,12,3,6,22,178,333,3,9,205,6,0,0,9,0,0,0,0
PL_1810032,Czarna,7987,1787,30,0,186,6,166,73,21,8,11,25,587,527,4,22,101,4,0,0,16,0,0,0,0
PL_1810042,Łańcut,15178,3672,97,0,287,12,342,123,63,17,15,104,937,1297,8,31,297,16,0,0,26,0,0,0,0
PL_1810052,Markowa,4911,866,25,0,31,0,158,30,11,1,6,132,162,219,1,3,83,3,0,0,1,0,0,0,0
PL_1810062,Rakszawa,5326,1148,39,0,90,3,115,37,5,3,3,13,208,443,6,10,160,5,0,0,8,0,0,0,0
PL_1810072,Żołynia,5057,1111,35,0,69,2,75,30,5,14,3,12,127,246,4,18,458,7,0,0,6,0,0,0,0
PL_1811011,Mielec,49173,11765,323,0,1844,39,577,2731,217,76,45,469,1720,2544,84,285,689,61,0,0,61,0,0,0,0
PL_1811022,Borowa,4168,781,29,0,43,3,169,98,8,2,1,19,58,172,3,6,159,7,0,0,4,0,0,0,0
PL_1811032,Czermin,4914,673,33,0,44,3,205,76,5,1,6,15,56,139,1,2,84,2,0,0,1,0,0,0,0
PL_1811042,Gawłuszowice,2153,634,17,0,38,3,129,145,1,0,0,1,41,133,8,3,114,1,0,0,0,0,0,0,0
PL_1811052,Mielec,8941,1672,70,0,201,6,239,231,14,5,5,25,198,477,9,27,153,1,0,0,11,0,0,0,0
PL_1811062,Padew Narodowa,4176,1085,41,0,61,5,140,110,5,1,0,6,22,460,5,8,216,4,0,0,1,0,0,0,0
PL_1811072,Przecław,8025,1577,50,0,154,7,242,202,10,17,3,23,186,494,5,15,153,1,0,0,15,0,0,0,0
PL_1811083,Radomyśl Wielki,9785,1651,49,0,158,7,363,156,18,5,2,20,179,402,9,16,245,4,0,0,18,0,0,0,0
PL_1811092,Tuszów Narodowy,5579,1248,28,0,75,7,156,130,7,3,3,16,80,544,8,12,169,3,0,0,7,0,0,0,0
PL_1811102,Wadowice Górne,5173,1024,29,0,57,10,222,82,3,3,0,4,65,225,7,8,303,3,0,0,3,0,0,0,0
PL_1812012,Harasiuki,4731,637,30,0,29,6,186,65,1,1,2,7,23,180,4,2,91,3,0,0,7,0,0,0,0
PL_1812022,Jarocin,4201,674,26,0,25,5,106,208,3,7,2,5,38,129,1,3,104,5,0,0,7,0,0,0,0
PL_1812032,Jeżowe,7102,1543,30,0,96,10,213,31,3,2,9,9,128,716,8,17,240,11,0,0,20,0,0,0,0
PL_1812042,Krzeszów,3317,547,12,0,38,2,93,35,2,0,5,3,46,183,1,5,107,6,0,0,9,0,0,0,0
PL_1812053,Nisko,17081,3044,110,0,491,11,289,304,39,44,28,93,406,863,18,46,247,27,0,0,28,0,0,0,0
PL_1812063,Rudnik nad Sanem,7847,1279,34,0,216,11,124,129,24,8,5,34,150,347,2,37,133,8,0,0,17,0,0,0,0
