gisco_id,name,registered,turnout,invalid,blank,1 - Komitet Wyborczy Unia Polityki Realnej,2 - Komitet Wyborczy Polskie Stronnictwo Ludowe,3 - Komitet Wyborczy Samoobrona Rzeczpospolitej Polskiej,4 - Komitet Wyborczy Polska Partia Pracy,5 - Komitet Wyborczy Libertas,6 - Koalicyjny Komitet Wyborczy Sojusz Lewicy Demokratycznej - Unia Pracy,7 - Koalicyjny Komitet Wyborczy Porozumienie dla Przyszłoci - CentroLewica (PD+SDPL+Zieloni 2004),8 - Komitet Wyborczy Prawica Rzeczypospolitej,9 - Komitet Wyborczy Platforma Obywatelska RP,10 - Komitet Wyborczy Prawo i Sprawiedliwoć,11 - Komitet Wyborczy Polska Partia Socjalistyczna,12 - Koalicyjny Komitet Wyborczy Naprzód Polsko - Piast
PL_2412032,Jejkowice,3009,581,16,0,2,19,5,7,3,27,9,14,291,188,0,0
PL_2412042,Lyski,7451,1627,55,0,6,76,12,19,15,125,8,18,955,334,0,4
PL_2412052,Świerklany,8858,2043,50,0,20,283,15,17,7,103,8,33,929,575,0,3
PL_2413011,Kalety,7196,1523,31,0,10,19,6,16,15,95,6,34,910,377,0,4
PL_2413021,Miasteczko Śląskie,5893,1197,19,0,15,38,22,9,7,89,12,21,716,246,0,3
PL_2413031,Radzionków,13839,3901,50,0,38,32,27,23,27,292,38,40,2402,927,0,5
PL_2413041,Tarnowskie Góry,50583,14507,233,0,86,343,107,104,79,1330,298,214,8929,2765,0,19
PL_2413052,Krupski Młyn,2755,670,10,0,1,25,7,17,5,88,6,7,382,118,0,4
PL_2413062,Ożarowice,4432,936,17,0,7,34,22,4,11,104,40,8,482,202,0,5
PL_2413072,Świerklaniec,9075,2147,25,0,19,58,67,14,11,125,35,21,1319,448,0,5
PL_2413082,Tworóg,6508,1153,11,0,5,37,8,9,8,69,24,26,749,206,0,1
PL_2413092,Zbrosławice,12441,2190,55,0,24,100,37,26,24,139,25,25,1430,300,0,5
PL_2414011,Bieruń,15734,3851,59,0,25,65,25,41,27,275,54,65,1952,1250,0,13
PL_2414021,Imielin,6417,1717,28,0,10,11,8,13,12,100,23,30,969,513,0,0
PL_2414031,Lędziny,12823,2603,65,0,28,49,27,32,24,210,54,38,1279,788,0,9
PL_2414042,Bojszowy,5399,1645,31,0,10,18,16,8,8,61,9,12,770,700,0,2
PL_2414052,Chełm Śląski,4633,1126,16,0,7,18,13,9,4,60,12,18,565,401,0,3
PL_2415011,Pszów,11567,2234,40,0,15,78,6,11,14,176,17,26,1228,619,0,4
PL_2415021,Radlin,14274,3093,39,0,14,89,21,42,13,408,41,43,1761,616,0,6
PL_2415031,Rydułtowy,17838,3772,69,0,31,84,28,42,20,418,47,94,2013,921,0,5
PL_2415041,Wodzisław Śląski,39559,9528,160,0,64,241,68,64,52,985,141,105,5146,2485,0,17
PL_2415052,Godów,10271,2125,44,0,13,101,19,16,8,206,21,51,1112,528,0,6
PL_2415062,Gorzyce,15980,3388,66,0,28,123,27,38,26,260,59,58,1880,816,0,7
PL_2415072,Lubomia,6517,948,14,0,8,72,12,3,4,50,3,12,521,249,0,0
PL_2415082,Marklowice,4172,939,19,0,10,35,4,9,7,79,9,9,534,219,0,5
PL_2415092,Mszana,5614,1067,20,0,2,78,8,6,9,81,3,12,448,398,0,2
PL_2416011,Poręba,7329,1467,31,0,23,35,11,16,5,314,27,12,729,262,0,2
PL_2416021,Zawiercie,44298,9821,176,0,103,193,111,159,67,1927,254,102,4852,1863,0,14
PL_2416032,Irządze,2298,314,11,0,1,84,26,1,5,32,7,2,84,61,0,0
PL_2416042,Kroczyce,4998,696,21,0,8,90,16,11,5,74,15,4,282,168,0,2
PL_2416053,Łazy,13327,2736,62,0,30,48,60,34,8,440,92,40,1361,552,0,9
PL_2416063,Ogrodzieniec,7930,1476,23,0,35,147,20,26,11,204,16,10,664,320,0,0
PL_2416073,Pilica,7477,1273,24,0,6,300,42,17,10,107,20,6,371,369,0,1
PL_2416083,Szczekociny,6939,1216,19,0,17,310,28,1,7,119,24,18,426,244,0,3
PL_2416092,Włodowice,4346,606,17,0,5,33,11,17,2,83,7,5,317,107,0,2
PL_2416102,Żarnowiec,3883,660,20,0,0,235,40,2,6,68,9,2,88,189,0,1
PL_2417011,Żywiec,26158,7235,137,0,47,248,42,38,100,614,163,128,3921,1783,0,14
PL_2417022,Czernichów,5188,1392,33,0,6,96,6,9,13,53,18,14,564,579,0,1
PL_2417032,Gilowice,4585,1291,26,0,8,406,20,8,7,49,6,35,357,365,0,4
PL_2417042,Jeleśnia,10704,2099,40,0,20,203,18,15,27,93,29,52,781,817,0,4
PL_2417052,Koszarawa,1989,371,7,0,4,50,2,3,13,6,10,12,142,120,0,2
PL_2417062,Lipowa,7717,1631,62,0,24,94,12,12,9,79,20,45,824,449,0,1
PL_2417072,Łękawica,3387,711,21,0,5,103,5,2,9,42,6,11,279,227,0,1
PL_2417082,Łodygowice,10667,2663,53,0,18,138,22,18,27,143,28,50,1201,953,0,12
PL_2417092,Milówka,7837,1434,41,0,12,82,11,11,13,63,16,120,564,499,0,2
PL_2417102,Radziechowy-Wieprz,9862,2189,60,0,11,144,32,27,30,88,16,56,732,987,0,6
PL_2417112,Rajcza,7434,1148,33,0,10,114,13,17,21,74,41,37,477,311,0,0
PL_2417122,Ślemień,2738,668,27,0,2,97,2,5,12,31,6,11,265,210,0,0
PL_2417132,Świnna,6288,1376,31,0,4,129,15,7,6,64,12,12,678,416,0,2
PL_2417142,Ujsoły,3764,586,13,0,15,58,7,6,5,37,9,15,235,186,0,0
PL_2417152,Węgierska Górka,11691,2631,44,0,13,206,10,15,26,138,20,96,1092,966,0,5
PL_2461011,M. Bielsko-Biała,141222,47276,553,0,362,649,220,233,408,4196,552,686,27495,11879,0,43
PL_2462011,M. Bytom,142133,32107,555,0,329,418,311,253,202,3984,660,254,19167,5932,0,42
PL_2463011,M. Chorzów,90592,24507,400,0,222,165,135,269,140,2518,416,222,16339,3647,0,34
PL_2464011,M. Częstochowa,196645,54736,813,0,520,1252,307,316,380,7880,824,1550,27653,13171,0,70
PL_2465011,M. Dąbrowa Górnicza,105235,25552,380,0,253,286,211,302,160,6175,953,170,12334,4291,0,37
PL_2466011,M. Gliwice,154523,46603,545,0,385,1080,253,281,218,5178,645,481,29306,8143,0,88
PL_2467011,M. Jastrzębie-Zdrój,75153,18491,309,0,178,603,157,173,122,2496,191,201,8393,5635,0,33
PL_2468011,M. Jaworzno,77477,18888,324,0,153,229,117,152,110,2601,314,178,10434,4249,0,27
PL_2469011,M. Katowice,255069,86238,952,0,783,686,483,573,340,9490,1998,760,53302,16767,0,104
PL_2470011,M. Mysłowice,60887,16464,286,0,132,132,137,136,84,2045,617,185,8903,3773,0,34
PL_2471011,M. Piekary Śląskie,47879,12094,296,0,80,142,106,93,78,1132,310,132,7206,2502,0,17
PL_2472011,M. Ruda Śląska,115536,28387,629,0,289,442,173,373,135,3193,457,312,16261,6086,0,37
PL_2473011,M. Rybnik,112383,28278,417,0,191,698,197,265,113,2272,344,329,16434,6956,0,62
PL_2474011,M. Siemianowice Śląskie,57898,15048,239,0,129,148,83,122,64,1661,309,131,9447,2692,0,23
PL_2475011,M. Sosnowiec,184818,50673,811,0,506,427,242,370,215,16214,1061,305,21862,8583,0,77
PL_2476011,M. Świętochłowice,43523,9986,186,0,86,81,56,136,56,1043,205,90,6225,1803,0,19
PL_2477011,M. Tychy,105766,32190,437,0,281,284,210,302,181,3281,641,360,18754,7403,0,56
PL_2478011,M. Zabrze,147960,31233,541,0,252,406,402,312,151,4151,447,313,18841,5358,0,59
PL_2479011,M. Żory,48981,11877,259,0,107,253,114,103,71,1386,134,154,6343,2930,0,23
PL_2601013,Busko-Zdrój,27730,6014,88,0,41,943,96,31,90,790,100,56,1875,1904,0,0
PL_2601022,Gnojno,3780,562,26,0,2,248,22,3,6,58,1,7,50,139,0,0
PL_2601032,Nowy Korczyn,5148,973,22,0,5,410,42,1,3,55,3,3,106,323,0,0
PL_2601042,Pacanów,6493,996,14,0,11,396,36,8,8,74,14,14,103,318,0,0
PL_2601052,Solec-Zdrój,4119,760,25,0,4,281,26,1,10,67,9,7,113,217,0,0
PL_2601062,Stopnica,6500,1188,21,0,5,665,26,4,9,55,8,2,96,297,0,0
PL_2601072,Tuczępy,3043,512,9,0,1,177,39,2,11,29,8,2,47,187,0,0
PL_2601082,Wiślica,4809,664,14,0,5,200,66,0,12,91,5,3,72,196,0,0
PL_2602012,Imielno,3650,519,13,0,2,199,30,34,5,38,4,9,34,151,0,0
PL_2602023,Jędrzejów,23957,4699,81,0,22,540,108,48,31,907,70,84,1111,1697,0,0
PL_2602033,Małogoszcz,9273,1572,50,0,3,194,73,15,11,149,30,37,249,761,0,0
PL_2602042,Nagłowice,4207,506,18,0,2,128,24,16,5,68,9,4,75,157,0,0
PL_2602052,Oksa,3909,518,16,0,9,188,30,3,4,47,4,12,53,152,0,0
PL_2602063,Sędziszów,10788,1867,44,0,20,415,37,14,13,260,29,26,288,721,0,0
PL_2602072,Słupia (Jędrzejowska),3593,525,17,0,6,215,34,10,4,46,2,9,32,150,0,0
PL_2602082,Sobków,6661,881,24,0,9,145,40,11,12,141,3,27,152,317,0,0
PL_2602092,Wodzisław,6283,969,24,0,9,366,52,4,8,96,12,14,126,258,0,0
PL_2603012,Bejsce,3547,486,10,0,5,181,27,5,14,46,3,1,76,118,0,0
PL_2603022,Czarnocin,3397,641,29,0,4,313,56,1,1,45,2,0,42,148,0,0
PL_2603033,Kazimierza Wielka,14054,2275,42,0,18,469,90,13,20,308,40,13,504,758,0,0
PL_2603042,Opatowiec,3197,526,6,0,2,243,19,0,6,92,4,3,57,94,0,0
PL_2603053,Skalbmierz,5621,853,19,0,4,224,172,4,4,44,9,12,92,269,0,0
PL_2604012,Bieliny,7609,1145,21,0,10,186,32,11,4,90,29,8,136,618,0,0
PL_2604023,Bodzentyn,9311,1661,83,0,5,435,40,13,13,181,31,17,258,585,0,0
PL_2604033,Chęciny,12150,2427,193,0,22,287,29,16,18,447,50,10,463,892,0,0
PL_2604043,Chmielnik,9208,1952,47,0,13,566,33,13,18,165,30,20,258,789,0,0
PL_2604053,Daleszyce,11658,1852,38,0,11,203,17,12,20,194,31,13,408,905,0,0
PL_2604062,Górno,9998,1914,43,0,33,187,33,25,8,207,45,60,333,940,0,0
PL_2604072,Łagów,5547,953,28,0,4,415,26,3,15,58,14,17,64,309,0,0
PL_2604082,Łopuszno,7063,1259,34,0,8,286,59,6,24,151,13,14,143,521,0,0
PL_2604092,Masłów,7681,2091,50,0,13,295,23,25,22,324,93,30,479,737,0,0
PL_2604102,Miedziana Góra,8157,1695,43,0,13,180,27,13,13,262,46,23,410,665,0,0
PL_2604112,Mniów,7120,1029,34,0,6,159,25,17,14,130,15,6,105,518,0,0
PL_2604122,Morawica,10708,2060,39,0,19,227,11,19,17,253,40,22,550,863,0,0
PL_2604132,Nowa Słupia,8245,1016,13,0,11,111,18,12,4,257,16,13,167,394,0,0
PL_2604142,Piekoszów,12019,2154,58,0,25,270,42,19,29,268,37,30,381,995,0,0
PL_2604152,Pierzchnica,3745,645,24,0,7,148,7,1,4,84,8,11,76,275,0,0
PL_2604162,Raków,4801,840,30,0,17,239,24,7,8,76,6,30,91,312,0,0
PL_2604172,Sitkówka-Nowiny,5519,1276,29,0,4,86,11,8,11,265,23,19,364,456,0,0
PL_2604182,Strawczyn,7546,1403,49,0,8,370,47,10,14,113,12,22,192,566,0,0
PL_2604192,Zagnańsk,10286,2236,40,0,13,166,37,13,12,334,42,33,640,906,0,0
PL_2605012,Fałków,4060,453,7,0,2,61,20,9,1,95,4,4,72,178,0,0
PL_2605022,Gowarczów,3825,539,25,0,2,99,19,16,7,109,3,4,63,192,0,0
PL_2605033,Końskie,30939,7174,140,0,42,311,77,105,47,2353,81,52,1521,2445,0,0
PL_2605042,Radoszyce,7551,1117,41,0,6,98,38,12,11,163,12,10,101,625,0,0
PL_2605052,Ruda Maleniecka,2777,582,12,0,2,125,6,10,5,107,0,6,69,240,0,0
PL_2605062,Słupia (Konecka),2865,476,21,0,3,113,18,12,27,87,4,2,37,152,0,0
PL_2605072,Smyków,2926,508,23,0,3,40,8,4,5,61,5,4,121,234,0,0
PL_2605083,Stąporków,15273,2464,52,0,10,112,36,19,18,862,25,36,523,771,0,0
PL_2606012,Baćkowice,4208,637,17,0,6,143,31,8,7,49,10,6,44,316,0,0
PL_2606022,Iwaniska,5628,726,20,0,8,171,26,5,8,62,7,14,74,331,0,0
PL_2606032,Lipnik,4699,679,13,0,0,181,41,7,11,80,14,8,66,258,0,0
PL_2606043,Opatów,10374,1932,91,0,21,405,45,9,16,283,32,22,377,631,0,0
PL_2606053,Ożarów,9226,1307,58,0,11,317,58,20,8,202,26,11,252,344,0,0
PL_2606062,Sadowie,3450,398,3,0,3,126,17,8,5,44,4,5,47,136,0,0
PL_2606072,Tarłów,4669,636,20,0,4,196,31,4,5,98,12,3,58,205,0,0
PL_2606082,Wojciechowice,3593,696,41,0,4,355,31,3,2,58,8,16,48,130,0,0
PL_2607011,Ostrowiec Świętokrzyski,62005,12034,199,0,69,436,99,95,92,3092,214,139,3650,3949,0,0
PL_2607022,Bałtów,3127,716,19,0,5,162,18,6,5,80,5,6,260,150,0,0
PL_2607032,Bodzechów,11081,1778,56,0,14,218,28,18,21,369,28,23,403,600,0,0
PL_2607043,Ćmielów,6477,1001,41,0,8,286,25,14,7,174,10,7,160,269,0,0
PL_2607053,Kunów,8169,1092,20,0,8,102,39,7,13,162,17,9,280,435,0,0
PL_2607062,Waśniów,5669,713,19,0,4,253,31,5,10,47,4,1,47,292,0,0
PL_2608013,Działoszyce,4636,770,19,0,3,322,82,3,0,74,11,3,78,175,0,0
PL_2608022,Kije,3721,597,24,0,6,124,60,4,10,84,10,0,54,221,0,0
PL_2608032,Michałów,3937,468,12,0,3,149,52,11,3,69,4,3,33,129,0,0
PL_2608043,Pińczów,18708,3660,69,0,23,628,129,39,42,723,44,17,964,982,0,0
PL_2608052,Złota,3996,648,7,0,2,361,40,1,9,101,8,2,49,68,0,0
PL_2609011,Sandomierz,20932,5258,86,0,34,246,33,16,29,1542,73,90,1440,1669,0,0
PL_2609022,Dwikozy,7531,1006,17,0,7,326,23,5,11,138,13,6,142,318,0,0
PL_2609032,Klimontów,6899,1054,29,0,8,166,41,14,3,94,16,5,203,475,0,0
PL_2609043,Koprzywnica,5709,1256,39,0,4,164,57,5,7,152,3,8,98,719,0,0
PL_2609052,Łoniów,5996,960,26,0,7,206,29,7,8,90,4,6,99,478,0,0
PL_2609062,Obrazów,5485,885,17,0,4,221,35,3,3,135,8,8,75,376,0,0
PL_2609072,Samborzec,7399,1297,24,0,6,401,30,5,2,93,17,10,155,554,0,0
PL_2609082,Wilczyce,3192,474,13,0,2,193,32,2,2,54,7,5,27,137,0,0
PL_2609093,Zawichost,3860,553,19,0,2,145,18,4,1,80,12,5,77,190,0,0
PL_2610011,Skarżysko-Kamienna,41607,12750,422,0,108,345,94,119,108,2580,401,99,3978,4496,0,0
PL_2610022,Bliżyn,7124,1856,81,0,19,163,30,19,17,237,35,19,473,763,0,0
PL_2610032,Łączna,4214,722,23,0,5,121,8,4,8,86,19,19,135,294,0,0
PL_2610042,Skarżysko Kościelne,5173,1323,63,0,8,144,59,10,15,209,41,9,283,482,0,0
PL_2610053,Suchedniów,8984,2445,108,0,23,141,16,21,19,354,46,20,787,910,0,0
PL_2611011,Starachowice,44720,10096,175,0,87,392,80,114,62,2127,188,107,3520,3244,0,0
PL_2611022,Brody,8806,1337,31,0,17,164,18,14,14,108,23,11,285,652,0,0
PL_2611032,Mirzec,6776,1120,25,0,6,177,35,8,10,159,17,8,159,516,0,0
PL_2611042,Pawłów,11787,2120,85,0,25,447,89,25,33,123,54,20,191,1028,0,0
PL_2611053,Wąchock,5856,1332,63,0,8,98,17,12,20,179,24,15,321,575,0,0
PL_2612012,Bogoria,6344,920,19,0,4,267,36,6,40,56,8,16,141,327,0,0
PL_2612022,Łubnice,3536,481,12,0,2,146,49,4,11,21,3,6,40,187,0,0
PL_2612032,Oleśnica,3249,646,8,0,10,370,12,5,2,9,2,0,34,194,0,0
PL_2612043,Osiek,6280,992,21,0,5,135,45,10,10,61,8,6,75,616,0,0
PL_2612053,Połaniec,9785,1686,28,0,15,196,49,9,17,179,32,10,405,746,0,0
PL_2612062,Rytwiany,5102,706,18,0,5,145,16,6,5,111,11,6,118,265,0,0
PL_2612073,Staszów,21971,4206,99,0,12,679,35,23,120,715,98,34,1054,1337,0,0
PL_2612082,Szydłów,4083,711,26,0,1,247,24,2,11,83,9,1,90,217,0,0
PL_2613012,Kluczewsko,4196,696,22,0,3,193,32,9,8,65,6,4,54,300,0,0
PL_2613022,Krasocin,8560,1281,37,0,11,142,29,7,12,124,17,8,239,655,0,0
PL_2613032,Moskorzew,2418,471,12,0,7,85,58,5,2,125,7,2,32,136,0,0
PL_2613042,Radków,2147,254,6,0,0,70,36,2,4,47,2,1,35,51,0,0
PL_2613052,Secemin,4177,584,13,0,6,92,37,6,5,104,8,3,96,214,0,0
PL_2613063,Włoszczowa,16600,3527,80,0,36,379,59,34,27,553,50,30,630,1649,0,0
PL_2661011,M. Kielce,166657,54990,715,0,433,3351,239,589,319,11376,1526,794,17905,17743,0,0
PL_2801011,Bartoszyce,20837,4207,92,0,30,226,73,41,47,810,43,53,1869,910,13,0
PL_2801021,Górowo Iławeckie,3658,547,15,0,7,36,28,5,6,91,4,4,244,103,4,0
PL_2801032,Bartoszyce,8542,980,29,0,9,194,97,7,7,141,4,14,286,188,4,0
PL_2801043,Bisztynek,5564,482,16,0,5,57,27,5,2,103,11,7,170,78,1,0
PL_2801052,Górowo Iławeckie,7026,669,14,0,6,67,102,13,8,83,3,5,305,60,3,0
PL_2801063,Sępopol,5561,595,12,0,6,72,39,10,16,103,8,8,217,103,1,0
PL_2802011,Braniewo,14302,2883,40,0,28,411,35,21,18,530,58,47,1182,502,11,0
PL_2802022,Braniewo,4951,435,7,0,1,160,17,6,4,38,11,4,121,64,2,0
PL_2802033,Frombork,3240,579,14,0,6,83,12,7,10,115,6,14,214,95,3,0
PL_2802042,Lelkowo,2550,319,12,0,3,108,32,0,2,34,4,1,68,45,10,0
PL_2802053,Pieniężno,5651,668,11,0,6,56,30,7,11,111,9,21,213,191,2,0
PL_2802062,Płoskinia,2065,332,10,0,1,92,17,2,5,22,12,19,95,57,0,0
PL_2802072,Wilczęta,2512,231,5,0,3,59,11,4,1,39,0,2,57,49,1,0
PL_2803011,Działdowo,17444,3499,73,0,32,344,39,19,91,480,29,25,1657,697,13,0
PL_2803022,Działdowo,7407,903,41,0,7,221,51,14,32,99,8,8,270,149,3,0
PL_2803032,Iłowo-Osada,5640,770,26,0,7,294,18,5,6,110,9,11,121,162,1,0
PL_2803043,Lidzbark,11612,1671,47,0,15,250,95,16,27,240,16,11,484,460,10,0
PL_2803052,Płośnica,4665,548,21,0,4,169,47,10,26,61,9,6,106,87,2,0
PL_2803062,Rybno,5564,811,32,0,11,185,55,17,18,47,4,10,182,247,3,0
PL_2804012,Elbląg,5340,722,18,0,10,69,43,9,14,102,15,5,271,162,4,0
PL_2804022,Godkowo,2706,235,9,0,5,38,25,6,0,43,2,2,52,52,1,0
PL_2804032,Gronowo Elbląskie,3893,498,16,0,5,55,17,3,7,72,7,4,231,77,4,0
PL_2804042,Markusy,3063,330,6,0,2,76,32,7,12,17,4,3,89,81,1,0
PL_2804052,Milejewo,2381,267,6,0,5,31,18,2,6,29,2,0,77,90,1,0
PL_2804063,Młynary,3573,485,11,0,4,108,10,5,3,63,6,17,136,121,1,0
PL_2804073,Pasłęk,15606,2385,53,0,17,162,51,25,19,358,26,37,1060,570,7,0
PL_2804082,Rychliki,3243,341,9,0,3,46,17,1,4,49,3,2,161,45,1,0
PL_2804093,Tolkmicko,5213,711,19,0,7,81,13,9,16,101,10,11,303,134,7,0
PL_2805011,Ełk,45171,9979,159,0,64,277,82,60,152,1299,132,258,4566,2861,69,0
PL_2805022,Ełk,7976,1047,26,0,12,133,31,15,24,111,13,31,359,283,9,0
PL_2805032,Kalinowo,5385,556,14,0,5,108,37,8,11,43,6,20,171,126,7,0
PL_2805042,Prostki,5842,570,23,0,6,122,14,5,8,61,3,29,174,123,2,0
PL_2805052,Stare Juchy,3138,356,5,0,5,54,12,3,1,41,9,9,133,77,7,0
PL_2806011,Giżycko,24315,5615,73,0,111,324,71,70,44,935,72,63,2812,1024,16,0
PL_2806042,Giżycko,6246,945,25,0,22,124,34,13,11,117,11,12,416,157,3,0
PL_2806052,Kruklanki,2518,287,3,0,4,50,9,3,1,40,7,15,98,56,1,0
PL_2806062,Miłki,3110,336,5,0,4,67,24,6,0,42,3,2,114,67,2,0
PL_2806083,Ryn,4814,655,39,0,8,76,20,7,8,99,11,9,292,86,0,0
PL_2806102,Wydminy,5360,687,20,0,4,121,28,8,4,102,9,21,234,135,1,0
PL_2807011,Iława,28233,6596,146,0,62,330,99,95,58,1038,54,72,3429,1182,31,0
PL_2807021,Lubawa,7458,1396,39,0,16,122,42,14,14,215,15,18,570,320,11,0
PL_2807032,Iława,9062,1093,29,0,13,258,107,43,4,88,3,13,336,197,2,0
PL_2807043,Kisielice,4892,518,15,0,4,143,30,21,21,68,2,3,117,91,3,0
PL_2807052,Lubawa,7817,1022,35,0,3,304,62,23,10,55,6,8,172,339,5,0
PL_2807063,Susz,9947,1134,28,0,3,93,43,203,16,134,14,15,383,198,4,0
PL_2807073,Zalewo,5716,584,18,0,3,93,30,5,4,85,7,5,231,102,1,0
PL_2808011,Kętrzyn,23732,4895,86,0,35,193,50,38,36,931,44,43,2441,984,14,0
PL_2808022,Barciany,5492,503,17,0,3,66,55,4,1,103,1,4,173,74,2,0
PL_2808032,Kętrzyn,6481,804,14,0,14,85,59,9,3,102,8,19,355,135,1,0
PL_2808043,Korsze,8850,1077,19,0,12,103,41,14,9,151,9,13,453,246,7,0
PL_2808053,Reszel,6951,1036,20,0,13,83,22,21,10,197,15,13,420,214,8,0
PL_2808062,Srokowo,3412,455,5,0,3,67,26,4,4,90,5,5,187,57,2,0
PL_2809011,Lidzbark Warmiński,13407,2968,54,0,33,104,38,12,15,456,25,20,1636,573,2,0
PL_2809022,Kiwity,2803,288,10,0,3,57,49,2,2,31,3,2,84,44,1,0
PL_2809032,Lidzbark Warmiński,5318,618,16,0,6,127,54,14,6,55,6,4,202,128,0,0
PL_2809042,Lubomino,2865,292,4,0,4,51,28,6,4,32,2,4,108,46,3,0
