gisco_id,name,registered,turnout,invalid,blank,FIDESZ-KDNP,MSZP,MIÉP-Jobbik,MP,SZDSZ,MDF,MVPP,KDCSZCÖ,MCF,MM2006,FKGP,Centrum,ZÖP,MESZ
HU_0350,Sajóbábony,2414,1568,14,0,489,919,33,0,54,47,1,0,0,0,0,11,0,0
HU_2733,Sajóecseg,883,605,1,0,235,302,16,0,24,20,2,0,0,0,0,5,0,0
HU_1017,Sajógalgóc,294,200,2,0,101,82,1,0,7,6,1,0,0,0,0,0,0,0
HU_0308,Sajóhídvég,756,409,3,0,153,214,14,0,8,15,1,0,0,0,0,1,0,0
HU_0321,Sajóivánka,453,328,4,0,76,204,5,0,17,20,2,0,0,0,0,0,0,0
HU_1431,Sajókaza,2370,1230,22,0,409,680,46,0,33,29,3,0,0,0,0,8,0,0
HU_2167,Sajókápolna,353,204,2,0,84,105,6,0,2,5,0,0,0,0,0,0,0,0
HU_2694,Sajókeresztúr,1284,841,6,0,272,460,23,0,38,29,5,0,0,0,0,8,0,0
HU_2717,Sajólád,2284,1259,9,0,564,565,22,0,35,57,1,0,0,0,0,6,0,0
HU_2247,Sajólászlófalva,344,217,1,0,104,97,4,0,2,7,0,0,0,0,0,2,0,0
HU_1594,Sajómercse,217,151,2,0,44,88,4,0,6,4,1,0,0,0,0,2,0,0
HU_1133,Sajónémeti,435,244,4,0,89,134,3,0,2,10,1,0,0,0,0,1,0,0
HU_0812,Sajóörös,958,685,2,0,186,380,23,0,46,37,3,0,0,0,0,8,0,0
HU_1853,Sajópálfala,675,444,4,0,215,182,13,0,5,21,1,0,0,0,0,3,0,0
HU_1663,Sajópetri,1095,607,16,0,212,305,17,0,32,20,2,0,0,0,0,3,0,0
HU_2378,Sajópüspöki,416,289,4,0,75,194,5,0,4,7,0,0,0,0,0,0,0,0
HU_0897,Sajósenye,322,232,2,0,113,86,11,0,10,9,0,0,0,0,0,1,0,0
HU_1605,Sajószentpéter,10304,6217,23,0,1676,3945,171,0,181,165,2,0,0,0,0,54,0,0
HU_3034,Sajószöged,1924,1336,6,0,424,722,40,0,77,55,3,0,0,0,0,9,0,0
HU_2073,Sajóvámos,1769,1121,13,0,502,496,31,0,27,42,2,0,0,0,0,8,0,0
HU_2775,Sajóvelezd,655,391,3,0,144,219,3,0,9,12,0,0,0,0,0,1,0,0
HU_0472,Sály,1389,724,10,0,344,282,32,0,19,32,3,0,0,0,0,2,0,0
HU_2051,Sárazsadány,205,150,5,0,102,36,3,0,0,2,0,0,0,0,0,2,0,0
HU_2747,Sárospatak,11084,7517,47,0,3552,3047,196,0,228,383,15,0,0,0,0,49,0,0
HU_0287,Sáta,1101,591,7,0,151,397,10,0,14,11,0,0,0,0,0,1,0,0
HU_0512,Sátoraljaújhely,13429,8828,91,0,3747,4060,266,0,276,340,7,0,0,0,0,41,0,0
HU_2538,Selyeb,361,235,7,0,136,82,4,0,2,4,0,0,0,0,0,0,0,0
HU_2375,Semjén,367,195,0,0,101,76,8,0,4,3,1,0,0,0,0,2,0,0
HU_3253,Serényfalva,826,492,5,0,114,339,5,0,22,5,0,0,0,0,0,2,0,0
HU_2341,Sima,24,19,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0
HU_1326,Sóstófalva,214,162,2,0,90,58,5,0,2,5,0,0,0,0,0,0,0,0
HU_3225,Szakácsi,94,63,1,0,42,19,0,0,1,0,0,0,0,0,0,0,0,0
HU_0380,Szakáld,433,247,3,0,108,113,5,0,5,13,0,0,0,0,0,0,0,0
HU_3101,Szalaszend,818,443,2,0,176,231,5,0,10,14,2,0,0,0,0,3,0,0
HU_1675,Szalonna,806,460,7,0,192,223,19,0,11,6,0,0,0,0,0,2,0,0
HU_0814,Szászfa,128,89,0,0,29,56,1,0,1,1,1,0,0,0,0,0,0,0
HU_3381,Szegi,259,180,5,0,74,80,12,0,2,3,1,0,0,0,0,3,0,0
HU_3151,Szegilong,202,161,5,0,78,67,2,0,6,2,0,0,0,0,0,1,0,0
HU_0983,Szemere,274,150,1,0,66,80,1,0,0,1,1,0,0,0,0,0,0,0
HU_0807,Szendrõ,3111,1804,25,0,776,829,42,0,39,74,3,0,0,0,0,16,0,0
HU_2745,Szendrõlád,1119,694,7,0,245,365,17,0,50,9,1,0,0,0,0,0,0,0
HU_2216,Szentistván,2202,1508,18,0,598,779,27,0,29,50,1,0,0,0,0,6,0,0
HU_0848,Szentistvánbaksa,232,152,0,0,82,59,3,0,4,1,1,0,0,0,0,2,0,0
HU_3073,Szerencs,8189,5870,46,0,2091,3051,156,0,212,269,15,0,0,0,0,30,0,0
HU_2135,Szikszó,4748,3367,16,0,1828,1275,73,0,60,90,6,0,0,0,0,19,0,0
HU_2087,Szin,514,290,7,0,185,84,2,0,2,8,0,0,0,0,0,2,0,0
HU_1149,Szinpetri,202,120,1,0,56,56,5,0,1,1,0,0,0,0,0,0,0,0
HU_0949,Szirmabesenyõ,3847,2628,24,0,810,1454,59,0,127,136,5,0,0,0,0,13,0,0
HU_1889,Szomolya,1324,903,8,0,470,352,24,0,12,33,1,0,0,0,0,3,0,0
HU_1617,Szögliget,675,386,3,0,222,129,6,0,8,16,1,0,0,0,0,1,0,0
HU_0788,Szõlõsardó,129,101,1,0,29,66,2,0,1,1,1,0,0,0,0,0,0,0
HU_0316,Szuhafõ,141,125,1,0,40,78,4,0,1,1,0,0,0,0,0,0,0,0
HU_1111,Szuhakálló,826,529,6,0,159,329,6,0,11,18,0,0,0,0,0,0,0,0
HU_2460,Szuhogy,955,637,10,0,398,189,6,0,12,20,2,0,0,0,0,0,0,0
HU_0370,Taktabáj,431,266,6,0,106,145,2,0,3,2,1,0,0,0,0,1,0,0
HU_1824,Taktaharkány,3022,1891,24,0,594,1144,32,0,38,50,5,0,0,0,0,4,0,0
HU_2878,Taktakenéz,839,519,9,0,257,223,12,0,8,5,1,0,0,0,0,4,0,0
HU_0313,Taktaszada,1525,794,17,0,241,489,19,0,15,10,0,0,0,0,0,3,0,0
HU_2174,Tarcal,2485,1479,14,0,635,670,38,0,54,47,5,0,0,0,0,16,0,0
HU_0816,Tard,1213,826,6,0,510,238,28,0,13,23,6,0,0,0,0,2,0,0
HU_1478,Tardona,918,569,5,0,179,323,8,0,21,26,0,0,0,0,0,7,0,0
HU_1221,Tállya,1736,1125,9,0,297,723,12,0,48,29,0,0,0,0,0,7,0,0
HU_1376,Telkibánya,526,383,6,0,203,153,5,0,6,7,0,0,0,0,0,3,0,0
HU_2863,Teresztenye,30,27,1,0,9,14,0,0,2,1,0,0,0,0,0,0,0,0
HU_3044,Tibolddaróc,1211,712,9,0,298,288,11,0,80,21,0,0,0,0,0,5,0,0
HU_0229,Tiszabábolna,399,276,5,0,136,119,5,0,6,3,1,0,0,0,0,1,0,0
HU_2913,Tiszacsermely,446,230,3,0,105,109,3,0,6,3,0,0,0,0,0,1,0,0
HU_0371,Tiszadorogma,399,224,1,0,50,146,4,0,5,8,3,0,0,0,0,7,0,0
HU_1397,Tiszakarád,1880,1043,12,0,540,438,21,0,8,19,3,0,0,0,0,2,0,0
HU_1388,Tiszakeszi,2079,1086,16,0,457,535,14,0,26,30,4,0,0,0,0,4,0,0
HU_1938,Tiszaladány,577,425,5,0,235,156,17,0,8,1,0,0,0,0,0,3,0,0
HU_2839,Tiszalúc,4179,2031,17,0,715,1084,48,0,78,76,4,0,0,0,0,9,0,0
HU_0863,Tiszapalkonya,1196,712,7,0,200,433,13,0,22,31,0,0,0,0,0,6,0,0
HU_3029,Tiszatardos,213,152,2,0,70,61,5,0,1,5,4,0,0,0,0,4,0,0
HU_3037,Tiszatarján,1038,497,5,0,217,237,8,0,13,15,1,0,0,0,0,1,0,0
HU_2835,Tiszaújváros,14243,9916,57,0,2468,5774,167,0,865,475,22,0,0,0,0,88,0,0
HU_1097,Tiszavalk,313,233,3,0,93,116,9,0,4,5,2,0,0,0,0,1,0,0
HU_1830,Tokaj,3396,2344,28,0,947,1042,120,0,101,80,3,0,0,0,0,23,0,0
HU_2805,Tolcsva,1532,1031,4,0,540,405,23,0,22,32,1,0,0,0,0,4,0,0
HU_1489,Tomor,227,166,9,0,101,47,1,0,4,3,0,0,0,0,0,1,0,0
HU_1690,Tornabarakony,29,23,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0
HU_1037,Tornakápolna,23,19,0,0,3,13,2,0,0,0,0,0,0,0,0,1,0,0
HU_1880,Tornanádaska,343,142,3,0,88,48,1,0,1,0,0,0,0,0,0,1,0,0
HU_2783,Tornaszentandrás,228,168,1,0,69,91,3,0,1,3,0,0,0,0,0,0,0,0
HU_3051,Tornaszentjakab,210,148,6,0,81,51,5,0,0,4,1,0,0,0,0,0,0,0
HU_2905,Tornyosnémeti,472,320,8,0,192,94,6,0,7,12,0,0,0,0,0,1,0,0
HU_0491,Trizs,220,176,1,0,68,91,6,0,7,2,0,0,0,0,0,1,0,0
HU_1835,Uppony,318,186,0,0,62,108,4,0,7,4,0,0,0,0,0,1,0,0
HU_1248,Újcsanálos,656,372,3,0,167,177,5,0,6,12,0,0,0,0,0,2,0,0
HU_0722,Vadna,501,336,2,0,100,197,6,0,16,11,1,0,0,0,0,3,0,0
HU_3000,Vajdácska,1002,575,8,0,367,180,6,0,5,8,1,0,0,0,0,0,0,0
HU_2181,Varbó,933,599,8,0,172,353,10,0,22,28,0,0,0,0,0,6,0,0
HU_1014,Varbóc,57,46,0,0,25,17,2,0,1,1,0,0,0,0,0,0,0,0
HU_3007,Vatta,780,460,4,0,186,216,5,0,14,34,0,0,0,0,0,1,0,0
HU_2915,Vágáshuta,82,65,5,0,36,17,3,0,1,3,0,0,0,0,0,0,0,0
HU_1514,Vámosújfalu,682,514,6,0,301,158,20,0,13,11,3,0,0,0,0,2,0,0
HU_1158,Vilmány,934,642,6,0,270,338,9,0,9,10,0,0,0,0,0,0,0,0
HU_1298,Vilyvitány,227,169,1,0,132,28,1,0,3,1,0,0,0,0,0,3,0,0
HU_0509,Viss,572,254,5,0,67,168,3,0,4,5,2,0,0,0,0,0,0,0
HU_0395,Viszló,78,62,0,0,51,10,0,0,1,0,0,0,0,0,0,0,0,0
HU_2108,Vizsoly,669,460,2,0,270,150,14,0,7,13,2,0,0,0,0,2,0,0
HU_1561,Zalkod,256,209,16,0,80,104,6,0,1,2,0,0,0,0,0,0,0,0
HU_0306,Zádorfalva,367,233,1,0,78,143,4,0,1,5,0,0,0,0,0,1,0,0
HU_3160,Zemplénagárd,665,342,8,0,198,99,19,0,8,8,1,0,0,0,0,1,0,0
HU_1927,Ziliz,318,210,1,0,80,109,8,0,3,9,0,0,0,0,0,0,0,0
HU_1102,Zsujta,162,105,0,0,55,43,0,0,3,4,0,0,0,0,0,0,0,0
HU_1910,Zubogy,481,310,4,0,118,167,2,0,7,11,0,0,0,0,0,1,0,0
HU_3424,Algyõ,4332,2705,27,0,927,1396,35,13,88,175,0,0,0,0,0,19,25,0
HU_1619,Ambrózfalva,412,260,3,0,91,120,10,4,12,9,0,0,0,0,0,10,1,0
HU_1425,Apátfalva,2652,1433,20,0,747,532,31,6,28,54,0,0,0,0,0,10,5,0
HU_1906,Árpádhalom,475,284,3,0,142,113,3,3,11,9,0,0,0,0,0,0,0,0
HU_1033,Ásotthalom,3352,1962,20,0,1156,599,17,7,72,78,0,0,0,0,0,8,5,0
HU_2910,Baks,1809,833,21,0,290,458,12,3,12,32,0,0,0,0,0,2,3,0
HU_2367,Balástya,2762,1617,14,0,1000,454,13,6,48,65,0,0,0,0,0,13,4,0
HU_0819,Bordány,2489,1477,12,0,644,653,30,6,42,68,0,0,0,0,0,9,13,0
HU_0212,Csanádalberti,401,261,4,0,125,100,2,3,15,9,0,0,0,0,0,2,1,0
HU_0537,Csanádpalota,2591,1402,19,0,673,532,34,17,45,59,0,0,0,0,0,18,5,0
HU_2229,Csanytelek,2376,1221,21,0,576,530,12,4,23,48,0,0,0,0,0,3,4,0
HU_3228,Csengele,1603,898,18,0,641,182,8,4,11,29,0,0,0,0,0,3,2,0
HU_0511,Csongrád,14783,9599,144,0,4695,3659,133,101,315,476,0,0,0,0,0,48,28,0
HU_0783,Derekegyház,1356,879,7,0,313,458,13,9,22,40,0,0,0,0,0,11,6,0
HU_2407,Deszk,2640,1859,11,0,597,958,26,18,126,92,0,0,0,0,0,16,15,0
HU_1338,Domaszék,3467,2326,35,0,1253,774,40,8,92,98,0,0,0,0,0,18,8,0
HU_3053,Dóc,588,337,6,0,152,154,3,1,10,9,0,0,0,0,0,1,1,0
HU_2299,Eperjes,531,331,4,0,152,136,10,9,9,9,0,0,0,0,0,2,0,0
HU_1997,Fábiánsebestyén,1870,1125,11,0,417,577,13,21,39,34,0,0,0,0,0,7,6,0
HU_2264,Felgyõ,1081,652,6,0,362,232,7,8,9,22,0,0,0,0,0,5,1,0
HU_1899,Ferencszállás,543,339,5,0,101,199,1,2,4,20,0,0,0,0,0,6,1,0
HU_3302,Forráskút,1715,1060,11,0,611,308,12,5,29,79,0,0,0,0,0,5,0,0
HU_0921,Földeák,2670,1544,17,0,545,811,24,17,27,75,0,0,0,0,0,17,11,0
HU_0831,Hódmezõvásárhely,38021,26238,266,0,12797,8804,734,399,1134,1672,0,0,0,0,0,222,210,0
HU_1366,Királyhegyes,528,333,9,0,190,103,5,15,0,8,0,0,0,0,0,1,2,0
HU_3102,Kistelek,6185,3900,51,0,2215,1329,48,17,77,128,0,0,0,0,0,17,18,0
HU_2666,Kiszombor,3403,1856,19,0,793,850,34,10,50,75,0,0,0,0,0,16,9,0
HU_0825,Klárafalva,393,233,4,0,112,95,1,1,6,10,0,0,0,0,0,3,1,0
HU_0995,Kövegy,365,164,2,0,65,79,3,3,3,6,0,0,0,0,0,2,1,0
HU_1441,Kübekháza,1264,793,4,0,239,475,7,8,20,29,0,0,0,0,0,3,8,0
HU_0596,Magyarcsanád,1186,641,6,0,284,276,13,17,20,19,0,0,0,0,0,5,1,0
HU_0735,Makó,20439,12721,169,0,5027,5979,200,140,413,561,0,0,0,0,0,177,55,0
HU_1051,Maroslele,1734,1005,10,0,498,408,12,9,28,28,0,0,0,0,0,5,7,0
HU_2573,Mártély,1011,744,12,0,371,227,29,9,18,61,0,0,0,0,0,6,11,0
HU_2155,Mindszent,5976,3749,47,0,2039,1184,73,45,113,176,0,0,0,0,0,50,22,0
HU_0434,Mórahalom,4616,3308,27,0,2076,931,31,11,83,121,0,0,0,0,0,21,7,0
HU_2091,Nagyér,466,260,5,0,139,90,8,1,6,7,0,0,0,0,0,3,1,0
HU_1277,Nagylak,494,317,1,0,93,197,3,2,5,6,0,0,0,0,0,10,0,0
HU_1723,Nagymágocs,2706,1470,28,0,578,690,22,18,62,54,0,0,0,0,0,11,7,0
HU_2917,Nagytõke,390,231,2,0,108,91,7,2,9,9,0,0,0,0,0,3,0,0
HU_0775,Óföldeák,443,244,5,0,83,130,4,3,8,9,0,0,0,0,0,0,2,0
HU_1279,Ópusztaszer,1580,826,10,0,303,427,12,6,22,42,0,0,0,0,0,2,2,0
HU_3107,Öttömös,639,432,8,0,209,166,13,3,16,14,0,0,0,0,0,2,1,0
HU_0628,Pitvaros,1273,797,9,0,303,402,13,18,25,19,0,0,0,0,0,7,1,0
HU_0635,Pusztamérges,997,621,12,0,291,259,10,2,27,15,0,0,0,0,0,5,0,0
HU_2859,Pusztaszer,1255,735,14,0,356,301,14,2,8,35,0,0,0,0,0,4,1,0
HU_1316,Röszke,2603,1506,15,0,689,633,16,4,65,70,0,0,0,0,0,12,2,0
HU_0396,Ruzsa,2169,1365,37,0,759,431,10,3,41,70,0,0,0,0,0,7,7,0
HU_3170,Sándorfalva,6424,3988,26,0,1480,2052,48,14,149,174,0,0,0,0,0,22,23,0
HU_1200,Szatymaz,3565,2132,15,0,869,959,45,16,73,131,0,0,0,0,0,15,9,0
HU_3336,Szeged,129387,91076,798,0,31038,44735,1171,429,6945,4492,0,0,0,0,0,753,715,0
HU_3248,Szegvár,3954,2575,38,0,1496,772,61,21,64,103,0,0,0,0,0,12,8,0
HU_1445,Szentes,24343,16133,139,0,6400,7466,313,163,837,649,0,0,0,0,0,96,70,0
HU_1226,Székkutas,2006,1396,18,0,725,489,19,27,40,60,0,0,0,0,0,7,11,0
HU_1696,Tiszasziget,1372,980,5,0,482,385,20,11,39,29,0,0,0,0,0,5,4,0
HU_2590,Tömörkény,1585,921,16,0,415,381,19,17,29,36,0,0,0,0,0,6,2,0
HU_1492,Újszentiván,1224,911,7,0,375,442,9,4,38,25,0,0,0,0,0,5,6,0
HU_2141,Üllés,2612,1528,18,0,780,547,30,6,45,84,0,0,0,0,0,9,9,0
HU_0554,Zákányszék,2252,1562,25,0,1009,380,24,5,39,66,0,0,0,0,0,10,4,0
HU_1776,Zsombó,2532,1655,12,0,732,672,21,14,76,100,0,0,0,0,0,10,18,0
HU_1737,Aba,3422,1952,22,0,1006,737,19,13,54,98,0,0,0,0,3,0,0,0
HU_0892,Adony,3032,2057,8,0,735,1098,32,12,81,88,0,0,0,0,3,0,0,0
HU_2682,Alap,1579,911,9,0,527,297,9,0,30,38,0,0,0,0,1,0,0,0
HU_1517,Alcsútdoboz,1157,814,4,0,559,179,15,2,15,40,0,0,0,0,0,0,0,0
HU_2528,Alsószentiván,506,327,5,0,167,129,4,0,9,13,0,0,0,0,0,0,0,0
HU_0873,Bakonycsernye,2509,1610,13,0,851,509,21,12,81,123,0,0,0,0,0,0,0,0
HU_2315,Bakonykúti,108,92,0,0,27,49,1,1,7,7,0,0,0,0,0,0,0,0
HU_3110,Balinka,772,501,5,0,313,148,7,1,14,12,0,0,0,0,1,0,0,0
HU_0704,Baracs,2777,1730,21,0,602,876,23,19,107,79,0,0,0,0,3,0,0,0
HU_0858,Baracska,2125,1301,4,0,613,532,22,6,72,51,0,0,0,0,1,0,0,0
HU_0846,Beloiannisz,911,606,6,0,138,372,10,34,28,17,0,0,0,0,1,0,0,0
HU_1634,Besnyõ,1429,880,5,0,255,497,20,35,36,32,0,0,0,0,0,0,0,0
HU_1048,Bicske,8711,6043,26,0,2942,2418,106,22,261,260,0,0,0,0,8,0,0,0
HU_1825,Bodajk,3273,2253,15,0,1189,706,53,23,119,145,0,0,0,0,3,0,0,0
HU_1162,Bodmér,192,147,2,0,62,68,1,0,4,10,0,0,0,0,0,0,0,0
HU_1315,Cece,2155,1313,11,0,845,313,21,1,27,94,0,0,0,0,1,0,0,0
HU_3054,Csabdi,913,619,6,0,377,174,15,6,23,18,0,0,0,0,0,0,0,0
HU_0536,Csákberény,986,743,3,0,413,226,20,2,31,46,0,0,0,0,2,0,0,0
HU_2000,Csákvár,4217,2881,20,0,1539,980,25,19,112,180,0,0,0,0,6,0,0,0
HU_2190,Csókakõ,981,724,10,0,437,189,26,3,32,27,0,0,0,0,0,0,0,0
HU_0977,Csór,1387,879,11,0,441,301,15,9,52,48,0,0,0,0,2,0,0,0
HU_0673,Csõsz,788,374,1,0,184,150,11,2,5,18,0,0,0,0,3,0,0,0
HU_3275,Dég,1843,969,15,0,352,486,24,8,32,50,0,0,0,0,2,0,0,0
HU_0311,Dunaújváros,42242,28619,208,0,8622,14974,488,199,2634,1475,0,0,0,0,19,0,0,0
HU_2035,Elõszállás,2026,1184,13,0,527,502,21,5,62,50,0,0,0,0,4,0,0,0
HU_0280,Enying,5793,3409,39,0,1309,1651,108,33,129,139,0,0,0,0,1,0,0,0
HU_2360,Ercsi,6721,4087,31,0,1422,2137,105,14,198,175,0,0,0,0,5,0,0,0
HU_0231,Etyek,3088,2155,20,0,1036,790,34,11,148,116,0,0,0,0,0,0,0,0
HU_3220,Fehérvárcsurgó,1490,980,17,0,578,243,31,7,37,67,0,0,0,0,0,0,0,0
HU_2993,Felcsút,1324,1032,4,0,721,230,18,2,27,26,0,0,0,0,4,0,0,0
HU_0611,Füle,720,463,1,0,199,175,18,3,32,34,0,0,0,0,1,0,0,0
HU_1575,Gánt,496,363,1,0,218,97,12,4,14,17,0,0,0,0,0,0,0,0
HU_1029,Gárdony,7355,5236,29,0,2154,2227,124,21,377,300,0,0,0,0,4,0,0,0
HU_1591,Gyúró,931,681,4,0,396,199,15,4,35,25,0,0,0,0,3,0,0,0
HU_2342,Hantos,798,445,3,0,160,216,7,1,18,37,0,0,0,0,3,0,0,0
HU_1773,Igar,867,479,6,0,152,268,8,7,14,23,0,0,0,0,1,0,0,0
HU_3201,Iszkaszentgyörgy,1466,982,9,0,386,404,28,9,65,80,0,0,0,0,1,0,0,0
HU_0220,Isztimér,765,483,8,0,223,185,6,5,17,38,0,0,0,0,1,0,0,0
HU_1346,Iváncsa,2259,1345,16,0,575,623,10,20,52,49,0,0,0,0,0,0,0,0
HU_1597,Jenõ,987,538,3,0,271,211,11,4,18,19,0,0,0,0,1,0,0,0
HU_2134,Kajászó,807,562,5,0,325,158,14,6,21,32,0,0,0,0,1,0,0,0
HU_1668,Káloz,1960,1091,9,0,633,336,25,11,21,54,0,0,0,0,2,0,0,0
HU_2192,Kápolnásnyék,2757,1990,14,0,875,808,22,11,150,107,0,0,0,0,3,0,0,0
HU_0234,Kincsesbánya,1224,800,5,0,286,393,16,11,40,49,0,0,0,0,0,0,0,0
HU_1263,Kisapostag,1112,810,10,0,366,305,16,3,51,59,0,0,0,0,0,0,0,0
HU_2899,Kisláng,2010,904,10,0,432,365,18,5,27,46,0,0,0,0,1,0,0,0
HU_3065,Kõszárhegy,1152,706,6,0,302,285,15,7,32,59,0,0,0,0,0,0,0,0
HU_3420,Kulcs,1810,1193,11,0,383,612,31,8,86,61,0,0,0,0,1,0,0,0
HU_0750,Lajoskomárom,1926,1269,8,0,549,582,25,5,29,69,0,0,0,0,2,0,0,0
HU_0726,Lepsény,2546,1457,10,0,597,618,72,9,73,74,0,0,0,0,4,0,0,0
HU_1911,Lovasberény,2214,1438,13,0,673,564,33,7,57,88,0,0,0,0,3,0,0,0
HU_2767,Magyaralmás,1209,878,3,0,559,205,25,3,31,49,0,0,0,0,3,0,0,0
HU_0465,Martonvásár,4214,3111,19,0,1255,1366,66,16,218,168,0,0,0,0,3,0,0,0
HU_2349,Mány,1731,1086,10,0,609,352,25,3,40,42,0,0,0,0,5,0,0,0
HU_1694,Mátyásdomb,625,410,8,0,86,281,4,3,5,23,0,0,0,0,0,0,0,0
HU_1755,Mezõfalva,3925,2271,23,0,866,1104,37,15,96,127,0,0,0,0,3,0,0,0
HU_0568,Mezõkomárom,808,480,3,0,250,176,10,6,17,18,0,0,0,0,0,0,0,0
HU_0657,Mezõszentgyörgy,1013,545,8,0,246,227,26,2,22,12,0,0,0,0,2,0,0,0
HU_2903,Mezõszilas,1855,913,10,0,432,385,17,6,28,33,0,0,0,0,2,0,0,0
HU_2571,Moha,347,256,2,0,126,98,6,2,11,11,0,0,0,0,0,0,0,0
HU_1848,Mór,11794,8302,42,0,4103,3065,172,54,385,466,0,0,0,0,15,0,0,0
HU_2759,Nadap,393,276,7,0,134,106,2,0,13,14,0,0,0,0,0,0,0,0
HU_0700,Nagykarácsony,1187,693,9,0,365,263,7,2,15,30,0,0,0,0,2,0,0,0
HU_3236,Nagylók,896,488,3,0,219,215,6,7,15,23,0,0,0,0,0,0,0,0
HU_2358,Nagyveleg,555,393,1,0,249,96,14,3,8,21,0,0,0,0,1,0,0,0
HU_2613,Nagyvenyim,3403,2226,18,0,713,1153,41,23,157,117,0,0,0,0,4,0,0,0
HU_1390,Nádasdladány,1463,817,11,0,317,405,11,3,29,41,0,0,0,0,0,0,0,0
HU_3430,Óbarok,614,381,9,0,175,159,1,6,18,12,0,0,0,0,1,0,0,0
HU_2575,Pákozd,2244,1607,18,0,740,540,24,7,81,196,0,0,0,0,1,0,0,0
HU_2884,Pátka,1322,856,12,0,401,334,21,10,40,35,0,0,0,0,3,0,0,0
HU_2178,Pázmánd,1660,1113,6,0,575,388,17,3,46,78,0,0,0,0,0,0,0,0
HU_1935,Perkáta,3257,1706,18,0,709,798,16,21,65,76,0,0,0,0,3,0,0,0
HU_1752,Polgárdi,4801,2608,19,0,1272,1043,35,28,87,121,0,0,0,0,3,0,0,0
HU_2901,Pusztaszabolcs,4983,2754,18,0,951,1500,53,23,106,100,0,0,0,0,3,0,0,0
HU_1777,Pusztavám,1959,1410,6,0,790,462,32,9,44,66,0,0,0,0,1,0,0,0
HU_0990,Rácalmás,3337,2270,13,0,759,1160,43,25,147,123,0,0,0,0,0,0,0,0
HU_0201,Ráckeresztúr,2557,1490,8,0,589,696,33,19,58,68,0,0,0,0,19,0,0,0
HU_2369,Sárbogárd,10499,6891,42,0,3114,2996,98,34,277,324,0,0,0,0,6,0,0,0
HU_0272,Sáregres,611,400,4,0,224,126,7,2,4,33,0,0,0,0,0,0,0,0
HU_3180,Sárkeresztes,1253,919,3,0,426,331,15,4,65,74,0,0,0,0,1,0,0,0
HU_2534,Sárkeresztúr,1763,751,2,0,360,313,20,5,15,35,0,0,0,0,1,0,0,0
HU_0269,Sárkeszi,450,273,5,0,118,123,8,0,5,14,0,0,0,0,0,0,0,0
HU_2514,Sárosd,2625,1432,13,0,532,719,29,6,51,82,0,0,0,0,0,0,0,0
HU_3153,Sárszentágota,1093,668,6,0,394,197,11,5,14,41,0,0,0,0,0,0,0,0
HU_1177,Sárszentmihály,2322,1372,7,0,555,629,19,23,54,83,0,0,0,0,2,0,0,0
HU_2020,Seregélyes,3647,2035,20,0,908,842,40,11,107,103,0,0,0,0,4,0,0,0
HU_3332,Soponya,1534,815,11,0,464,256,6,2,31,45,0,0,0,0,0,0,0,0
HU_0289,Söréd,370,290,7,0,174,70,6,3,8,21,0,0,0,0,1,0,0,0
HU_1495,Sukoró,920,721,6,0,332,265,12,1,62,40,0,0,0,0,3,0,0,0
HU_2870,Szabadbattyán,3634,2300,9,0,1089,908,45,12,99,137,0,0,0,0,1,0,0,0
HU_1325,Szabadegyháza,1752,1082,12,0,453,503,12,7,51,41,0,0,0,0,3,0,0,0
HU_1874,Szabadhídvég,719,456,8,0,221,192,5,5,13,12,0,0,0,0,0,0,0,0
HU_1954,Szár,1322,936,9,0,443,372,24,5,47,30,0,0,0,0,6,0,0,0
HU_1482,Székesfehérvár,83359,61529,314,0,24751,26655,1140,320,4459,3822,0,0,0,0,68,0,0,0
HU_1446,Tabajd,762,566,5,0,403,120,9,2,9,17,0,0,0,0,1,0,0,0
HU_2926,Tác,1276,765,6,0,403,239,12,6,59,39,0,0,0,0,1,0,0,0
HU_2100,Tordas,1206,891,10,0,389,371,7,3,56,54,0,0,0,0,1,0,0,0
HU_1748,Újbarok,303,237,2,0,128,76,2,0,13,16,0,0,0,0,0,0,0,0
HU_1762,Úrhida,1435,953,9,0,475,301,32,3,62,66,0,0,0,0,5,0,0,0
HU_0245,Vajta,719,446,6,0,262,140,5,2,15,16,0,0,0,0,0,0,0,0
HU_0582,Vál,1834,1315,9,0,811,332,56,6,36,63,0,0,0,0,2,0,0,0
HU_2501,Velence,4121,3003,19,0,1273,1290,28,22,230,139,0,0,0,0,2,0,0,0
HU_0349,Vereb,631,390,5,0,162,168,3,2,25,24,0,0,0,0,1,0,0,0
HU_0275,Vértesacsa,1410,942,14,0,526,308,15,10,31,38,0,0,0,0,0,0,0,0
HU_1389,Vértesboglár,777,589,10,0,335,180,5,5,17,36,0,0,0,0,1,0,0,0
HU_3024,Zámoly,1787,1138,2,0,529,470,37,7,35,57,0,0,0,0,1,0,0,0
HU_3426,Zichyújfalu,781,489,8,0,195,244,2,6,19,15,0,0,0,0,0,0,0,0
HU_3434,Daruszentmiklós,1042,671,5,0,316,297,9,9,18,16,0,0,0,0,1,0,0,0
HU_1188,Abda,2477,1705,9,0,737,724,22,4,108,90,5,6,0,0,0,0,0,0
HU_3338,Acsalag,409,322,5,0,251,55,1,0,5,4,1,0,0,0,0,0,0,0
