gisco_id,name,registered,turnout,invalid,blank,1 - SLD-UP,2 - AWSP,3 - UW,4 - Samoobrona,"5 - ""PiS""",6 - PSL,7 - PO,8 - ARS,9 - PWN,10 - LPR,11 - MnN,13 - PUG,14 - PPS,15 - NMnGŚl
PL_1435032,Rząśnik,4938,2205,98,0,487,37,11,226,225,876,41,3,0,199,0,0,2,0
PL_1435042,Somianka,4282,2091,98,0,347,15,22,149,36,1317,56,4,0,46,0,0,1,0
PL_1435053,Wyszków,27097,11660,398,0,4065,297,477,895,1350,1925,1292,60,0,889,0,0,12,0
PL_1435062,Zabrodzie,4095,1491,71,0,288,31,19,167,165,457,99,8,0,179,0,0,7,0
PL_1436012,Kazanów,3583,1444,80,0,435,69,6,199,29,513,31,9,0,71,0,2,0,0
PL_1436022,Policzna,4692,1682,104,0,462,33,10,437,45,450,53,6,0,81,0,1,0,0
PL_1436032,Przyłęk,5126,1749,66,0,478,52,24,387,36,555,52,11,0,83,0,5,0,0
PL_1436042,Tczów,3609,1446,72,0,308,45,7,229,26,631,26,11,0,88,0,3,0,0
PL_1436053,Zwoleń,11923,5181,240,0,1705,218,64,648,166,1286,332,140,0,379,0,3,0,0
PL_1437013,Bieżuń,4298,1865,63,0,459,83,7,300,278,501,78,4,0,89,0,0,3,0
PL_1437022,Kuczbork-Osada,4078,1983,113,0,812,81,9,268,18,538,58,7,0,76,0,0,3,0
PL_1437032,Lubowidz,5772,2293,152,0,762,153,10,314,116,427,110,19,0,224,0,0,6,0
PL_1437042,Lutocin,3709,1535,86,0,365,81,7,287,31,567,23,3,0,80,0,0,5,0
PL_1437052,Siemiątkowo,2943,923,61,0,280,44,4,157,21,226,83,6,0,38,0,0,3,0
PL_1437063,Żuromin,10908,4747,243,0,1806,282,29,577,167,1227,218,12,0,178,0,0,8,0
PL_1438011,Żyrardów,32837,14116,522,0,6780,540,321,923,1678,661,1745,48,0,866,0,0,32,0
PL_1438023,Mszczonów,8385,3048,160,0,965,119,35,408,349,428,339,19,0,221,0,0,5,0
PL_1438032,Puszcza Mariańska,6273,2231,139,0,1086,56,32,219,152,180,162,11,0,191,0,0,3,0
PL_1438042,Radziejowice,3338,1097,54,0,292,59,14,145,135,195,108,3,0,91,0,0,1,0
PL_1438052,Wiskitki,7066,2594,171,0,750,96,35,415,175,528,147,15,0,257,0,0,5,0
PL_1461011,M. Ostrołęka,41611,19414,525,0,8373,1436,386,1420,1543,1955,1768,66,0,1922,0,0,20,0
PL_1462011,M. Płock,100842,47801,1402,0,23825,2349,2022,3744,5587,2115,4466,101,0,2055,0,0,135,0
PL_1463011,M. Radom,178055,83699,2239,0,34269,5724,2007,6073,10079,5482,10961,296,0,6488,0,81,0,0
PL_1464011,M. Siedlce,56870,29955,678,0,12962,1814,674,2522,3609,2187,2966,96,0,2416,0,0,31,0
PL_PLZZ99,Zagranica,41817,26776,547,0,6819,1931,2626,359,4990,498,4172,70,24,4676,0,0,64,0
PL_1601011,Brzeg,31189,14157,415,0,6222,583,479,1249,1146,402,1820,51,39,1684,67,0,0,0
PL_1601022,Skarbimierz,4836,2324,138,0,652,49,45,450,90,476,165,7,12,231,9,0,0,0
PL_1601033,Grodków,15056,6213,295,0,2757,237,120,1137,210,484,438,29,18,428,60,0,0,0
PL_1601043,Lewin Brzeski,10123,4382,230,0,1462,108,79,678,190,314,395,23,11,856,36,0,0,0
PL_1601052,Lubsza,6538,2579,146,0,812,125,63,431,118,273,298,12,5,284,12,0,0,0
PL_1601062,Olszanka,3727,1832,73,0,569,42,17,386,61,310,128,3,4,235,4,0,0,0
PL_1602013,Baborów,5287,1805,93,0,694,54,25,329,81,124,152,4,4,74,171,0,0,0
PL_1602022,Branice,6138,2279,158,0,883,87,55,442,194,174,144,7,5,97,33,0,0,0
PL_1602033,Głubczyce,19331,8376,434,0,3250,615,272,1192,384,691,871,31,20,530,86,0,0,0
PL_1602043,Kietrz,9240,4023,234,0,1414,151,80,949,184,272,380,22,7,298,32,0,0,0
PL_1603011,Kędzierzyn-Koźle,52249,22381,720,0,10429,784,940,1255,1451,369,3027,86,44,1494,1782,0,0,0
PL_1603022,Bierawa,6250,2024,157,0,502,70,27,125,64,50,199,5,12,46,767,0,0,0
PL_1603032,Cisek,5322,1555,131,0,212,25,10,114,16,30,83,4,11,52,867,0,0,0
PL_1603042,Pawłowiczki,6842,2104,130,0,504,53,40,230,43,90,154,7,9,85,759,0,0,0
PL_1603052,Polska Cerekiew,3810,1208,83,0,262,32,13,86,35,40,90,1,4,34,528,0,0,0
PL_1603062,Reńska Wieś,6780,2098,111,0,352,45,35,143,38,41,119,3,11,126,1074,0,0,0
PL_1604013,Byczyna,7333,2789,172,0,999,76,150,420,110,369,223,7,4,222,37,0,0,0
PL_1604023,Kluczbork,30635,12331,432,0,4244,589,388,1093,777,815,1801,47,21,939,1185,0,0,0
PL_1604032,Lasowice Wielkie,5716,1726,126,0,302,40,22,100,43,75,105,0,1,43,869,0,0,0
PL_1604043,Wołczyn,11031,4492,266,0,1514,180,82,918,190,423,372,17,11,414,105,0,0,0
PL_1605013,Gogolin,10141,2801,191,0,740,92,65,148,76,56,282,12,24,54,1061,0,0,0
PL_1605023,Krapkowice,19726,6337,266,0,2468,244,242,394,250,131,669,30,36,228,1379,0,0,0
PL_1605032,Strzeleczki,6220,1862,174,0,213,17,21,88,25,22,81,2,14,45,1160,0,0,0
PL_1605042,Walce,4757,1430,137,0,158,27,17,74,7,26,62,3,11,27,881,0,0,0
PL_1605053,Zdzieszowice,13468,4208,309,0,1600,173,102,181,119,47,395,22,11,118,1131,0,0,0
PL_1606012,Domaszowice,2931,1597,106,0,648,47,24,315,41,192,116,7,6,86,9,0,0,0
PL_1606023,Namysłów,20398,9265,391,0,3820,295,179,1187,468,889,993,46,28,925,44,0,0,0
PL_1606032,Pokój,4097,1342,122,0,446,33,16,105,20,255,164,7,3,47,124,0,0,0
PL_1606042,Świerczów,2725,1230,87,0,531,34,10,186,40,157,85,4,3,81,12,0,0,0
PL_1606052,Wilków,3446,1422,104,0,661,37,15,218,45,119,118,8,11,81,5,0,0,0
PL_1607013,Głuchołazy,21004,8753,343,0,3896,354,174,1097,780,344,911,31,27,715,81,0,0,0
PL_1607022,Kamiennik,2911,1385,72,0,423,26,18,425,29,240,70,0,6,66,10,0,0,0
PL_1607033,Korfantów,7417,2840,186,0,815,82,31,570,143,232,247,8,14,197,315,0,0,0
PL_1607042,Łambinowice,6194,2626,182,0,953,67,34,510,78,425,180,8,3,147,39,0,0,0
PL_1607053,Nysa,48028,22555,708,0,9078,1108,515,3770,1417,927,3427,94,24,1368,119,0,0,0
PL_1607063,Otmuchów,11307,5244,277,0,1879,216,159,1081,223,379,511,17,10,478,14,0,0,0
PL_1607073,Paczków,10657,4751,276,0,1596,224,68,773,237,634,466,16,18,424,19,0,0,0
PL_1607082,Pakosławice,2902,1254,62,0,416,34,25,331,44,131,92,6,1,109,3,0,0,0
PL_1607092,Skoroszyce,4878,2035,124,0,841,53,18,537,39,196,108,12,29,72,6,0,0,0
PL_1608013,Dobrodzień,8382,2336,147,0,552,56,57,163,92,181,233,14,17,126,698,0,0,0
PL_1608023,Gorzów Śląski,6071,2204,127,0,821,36,27,239,34,107,191,4,7,67,544,0,0,0
PL_1608033,Olesno,14905,5548,335,0,1546,236,324,291,140,121,494,17,12,191,1841,0,0,0
PL_1608043,Praszka,11210,6163,209,0,2731,141,126,752,122,513,1292,14,49,203,11,0,0,0
PL_1608052,Radłów,3532,1103,67,0,213,32,14,75,12,23,61,2,4,34,566,0,0,0
PL_1608062,Rudniki,6707,3161,167,0,1390,72,57,732,48,337,223,6,24,98,7,0,0,0
PL_1608072,Zębowice,3262,925,83,0,150,18,9,49,25,16,38,3,8,42,484,0,0,0
PL_1609012,Chrząstowice,5006,1559,120,0,274,44,24,52,59,22,134,4,6,57,763,0,0,0
PL_1609022,Dąbrowa,6906,2460,168,0,575,121,66,209,110,90,292,9,19,127,674,0,0,0
PL_1609032,Dobrzeń Wielki,10784,3579,226,0,672,88,82,181,133,87,399,13,25,121,1552,0,0,0
PL_1609042,Komprachcice,8559,2728,157,0,645,39,40,116,77,95,216,5,12,81,1245,0,0,0
PL_1609052,Łubniany,7136,1965,206,0,335,29,31,62,41,39,167,5,16,35,999,0,0,0
PL_1609062,Murów,4931,1411,128,0,454,25,32,63,20,37,65,10,6,33,538,0,0,0
PL_1609073,Niemodlin,10346,4160,238,0,1889,101,94,568,171,216,422,14,5,403,39,0,0,0
PL_1609083,Ozimek,17067,5049,292,0,1780,157,102,275,185,104,772,21,16,178,1167,0,0,0
PL_1609092,Popielów,6613,2115,112,0,503,53,28,134,81,111,176,6,11,156,744,0,0,0
PL_1609102,Prószków,7691,2516,170,0,409,33,27,121,66,42,192,10,8,53,1385,0,0,0
PL_1609112,Tarnów Opolski,7743,2466,136,0,567,52,30,115,42,28,168,18,7,114,1189,0,0,0
PL_1609122,Tułowice,4118,1823,144,0,963,44,34,212,68,65,176,3,3,81,30,0,0,0
PL_1609132,Turawa,7433,2112,161,0,488,57,33,109,57,56,199,7,13,48,884,0,0,0
PL_1610013,Biała,9119,2990,225,0,485,43,85,281,38,76,138,7,31,149,1432,0,0,0
PL_1610023,Głogówek,11664,3916,231,0,1056,73,74,540,106,181,244,54,35,308,1014,0,0,0
PL_1610032,Lubrza,3446,1763,122,0,460,60,34,451,52,191,170,9,13,107,94,0,0,0
PL_1610043,Prudnik,23376,10619,429,0,3975,317,260,1502,559,552,1495,73,130,1136,191,0,0,0
PL_1611012,Izbicko,4167,1447,91,0,379,20,15,85,20,29,52,1,4,39,712,0,0,0
PL_1611022,Jemielnica,5505,1586,123,0,261,43,18,102,29,24,88,7,2,28,861,0,0,0
PL_1611033,Kolonowskie,5226,1623,127,0,298,58,34,57,42,25,151,8,7,42,774,0,0,0
PL_1611043,Leśnica,6712,2375,145,0,422,145,29,88,60,43,161,2,4,100,1176,0,0,0
PL_1611053,Strzelce Opolskie,27829,9435,584,0,4137,276,196,556,332,185,814,40,23,414,1878,0,0,0
PL_1611063,Ujazd,4752,1675,113,0,243,57,18,105,45,62,107,3,2,28,892,0,0,0
PL_1611073,Zawadzkie,10304,3138,191,0,896,131,65,191,151,49,339,14,16,176,919,0,0,0
PL_1661011,M. Opole,98875,46874,1078,0,21992,1622,2856,2043,4053,871,7593,171,94,2359,2142,0,0,0
PL_1821012,Baligród,2416,985,65,0,288,107,30,120,69,91,159,3,0,53,0,0,0,0
PL_1821022,Cisna,1343,630,33,0,227,25,11,30,46,20,207,2,0,29,0,0,0,0
PL_1801032,Czarna,1765,678,44,0,225,32,5,106,48,94,53,5,0,66,0,0,0,0
PL_1821033,Lesko,8827,3942,248,0,1322,336,103,355,862,268,239,12,0,197,0,0,0,0
PL_1801052,Lutowiska,1649,660,31,0,303,27,20,39,89,38,60,0,0,53,0,0,0,0
PL_1821042,Olszanica,5548,2265,179,0,932,122,27,274,200,224,142,7,0,158,0,0,0,0
PL_1821052,Solina,4058,1755,94,0,627,172,35,207,150,136,203,6,0,125,0,0,0,0
PL_1801083,Ustrzyki Dolne,12259,5024,247,0,2419,328,76,493,324,450,351,33,0,303,0,0,0,0
PL_1802013,Brzozów,19529,8465,440,0,2301,925,80,1040,962,845,617,62,0,1193,0,0,0,0
PL_1802022,Domaradz,4552,1902,131,0,327,101,13,323,549,117,75,14,0,252,0,0,0,0
PL_1802032,Dydnia,6096,2531,202,0,594,500,14,499,106,361,85,7,0,163,0,0,0,0
PL_1802042,Haczów,6881,3199,168,0,773,270,56,546,209,444,231,17,0,485,0,0,0,0
PL_1802052,Jasienica Rosielna,5141,2618,140,0,338,343,20,435,265,340,143,6,0,588,0,0,0,0
PL_1802062,Nozdrzec,6739,2562,211,0,675,366,23,405,178,389,90,12,0,213,0,0,0,0
PL_1803011,Dębica,36497,19013,602,0,8738,1319,596,964,1885,868,1554,84,0,2403,0,0,0,0
PL_1803022,Brzostek,9370,3930,279,0,859,224,32,638,461,765,174,22,0,476,0,0,0,0
PL_1803032,Czarna,8789,4510,228,0,1107,178,31,338,216,1840,207,6,0,359,0,0,0,0
PL_1803042,Dębica,16742,7690,448,0,2531,362,108,835,659,1024,524,32,0,1167,0,0,0,0
PL_1803052,Jodłowa,4025,1464,97,0,295,73,12,300,70,324,61,7,0,225,0,0,0,0
PL_1803063,Pilzno,12378,5902,417,0,1362,350,57,1031,341,1032,320,16,0,976,0,0,0,0
PL_1803072,Żyraków,9218,4604,233,0,1624,178,34,448,233,1013,161,16,0,664,0,0,0,0
PL_1804011,Jarosław,31766,15964,679,0,4971,1754,383,1099,2253,1543,1600,50,0,1632,0,0,0,0
PL_1804021,Radymno,4083,2148,104,0,916,147,24,136,184,154,104,51,0,328,0,0,0,0
PL_1804032,Chłopice,4183,1866,175,0,369,105,13,241,73,708,38,8,0,136,0,0,0,0
PL_1804042,Jarosław,9171,4443,325,0,776,348,36,564,290,1481,233,16,0,374,0,0,0,0
PL_1804052,Laszki,5121,2709,165,0,702,181,34,365,172,840,62,13,0,175,0,0,0,0
PL_1804062,Pawłosiów,5774,2873,131,0,572,218,27,317,265,806,168,13,0,356,0,0,0,0
PL_1804072,Pruchnik,6808,3467,160,0,663,498,22,593,280,756,126,33,0,336,0,0,0,0
PL_1804082,Radymno,8476,4051,232,0,1088,282,19,543,211,1123,87,63,0,403,0,0,0,0
PL_1804092,Rokietnica,3305,1515,93,0,294,69,22,292,80,506,21,9,0,129,0,0,0,0
PL_1804102,Roźwienica,4712,2291,133,0,423,140,7,346,121,837,63,8,0,213,0,0,0,0
PL_1804112,Wiązownica,7841,3888,191,0,812,370,24,558,382,1024,216,14,0,297,0,0,0,0
PL_1805011,Jasło,29615,14900,674,0,5129,2419,311,1324,1200,986,1453,39,0,1365,0,0,0,0
PL_1805022,Brzyska,4532,1768,124,0,391,338,13,356,89,219,85,9,0,144,0,0,0,0
PL_1805032,Dębowiec,6072,2875,173,0,639,729,18,429,121,300,163,10,0,293,0,0,0,0
PL_1805042,Jasło,11730,5779,289,0,1615,785,37,1041,273,604,416,16,0,703,0,0,0,0
PL_1805052,Kołaczyce,6304,2708,165,0,647,427,27,443,161,336,167,12,0,323,0,0,0,0
PL_1805062,Krempna,1477,608,106,0,240,45,4,78,26,49,30,4,0,26,0,0,0,0
PL_1805072,Nowy Żmigród,7026,3330,171,0,627,384,28,542,160,769,182,15,0,452,0,0,0,0
PL_1805082,Osiek Jasielski,3886,1586,95,0,321,196,14,406,63,246,49,8,0,188,0,0,0,0
PL_1805092,Skołyszyn,9241,4390,280,0,1160,675,34,651,195,899,206,13,0,277,0,0,0,0
PL_1805102,Szerzyny,6219,2483,167,0,450,406,25,377,199,342,155,2,0,360,0,0,0,0
PL_1805112,Tarnowiec,7101,3208,169,0,1056,386,27,522,145,357,176,15,0,355,0,0,0,0
PL_1806012,Cmolas,5611,2425,122,0,423,491,21,325,76,462,153,16,0,336,0,0,0,0
PL_1806023,Kolbuszowa,17753,8286,340,0,2087,2108,87,813,377,1165,595,22,0,692,0,0,0,0
PL_1806032,Majdan Królewski,7070,3287,158,0,435,481,27,648,190,494,195,37,0,622,0,0,0,0
PL_1806042,Niwiska,4125,1710,110,0,326,225,13,260,60,460,80,4,0,172,0,0,0,0
PL_1806052,Raniżów,5178,2487,119,0,374,527,17,407,68,328,108,178,0,361,0,0,0,0
PL_1806062,Dzikowiec,4760,1942,104,0,316,396,16,201,51,509,83,20,0,246,0,0,0,0
PL_1807012,Chorkówka,9502,4373,223,0,1288,426,39,658,272,690,317,15,0,445,0,0,0,0
PL_1807023,Dukla,12533,5536,318,0,1746,595,72,915,284,418,350,27,0,811,0,0,0,0
PL_1807033,Iwonicz-Zdrój,7986,4537,246,0,893,357,60,449,353,587,293,17,0,1282,0,0,0,0
PL_1807043,Jedlicze,11456,5300,240,0,2049,438,72,752,355,418,408,25,0,543,0,0,0,0
PL_1807052,Korczyna,7899,3729,156,0,857,223,43,553,268,577,253,20,0,779,0,0,0,0
PL_1807062,Krościenko Wyżne,3681,1709,64,0,396,466,15,196,167,96,139,3,0,167,0,0,0,0
PL_1807072,Miejsce Piastowe,9776,5144,277,0,1372,526,57,690,440,392,593,26,0,771,0,0,0,0
PL_1807083,Rymanów,11887,6851,429,0,1580,486,84,1005,766,727,535,24,0,1215,0,0,0,0
PL_1807092,Wojaszówka,6816,2582,186,0,734,160,23,457,170,361,214,15,0,262,0,0,0,0
PL_1808011,Leżajsk,11353,5854,147,0,1699,1051,90,406,395,570,526,12,0,958,0,0,0,0
PL_1808022,Grodzisko Dolne,6120,3158,122,0,278,1483,14,230,74,546,47,1,0,363,0,0,0,0
PL_1808032,Kuryłówka,4154,1814,108,0,429,229,10,314,58,402,46,5,0,213,0,0,0,0
PL_1808042,Leżajsk,13699,6493,297,0,960,1221,45,885,209,1260,201,20,0,1395,0,0,0,0
PL_1808053,Nowa Sarzyna,15862,8319,348,0,1548,1916,59,1003,538,654,406,39,0,1808,0,0,0,0
PL_1809011,Lubaczów,8459,4868,256,0,2163,483,91,271,534,521,265,5,0,279,0,0,0,0
PL_1809023,Cieszanów,5709,2924,177,0,713,159,18,184,134,1283,46,6,0,204,0,0,0,0
PL_1809032,Horyniec-Zdrój,3989,1939,116,0,609,194,24,160,320,333,70,10,0,103,0,0,0,0
PL_1809042,Lubaczów,6681,3136,249,0,635,212,20,330,717,738,48,10,0,177,0,0,0,0
PL_1809053,Narol,6584,2926,236,0,687,175,24,350,225,883,96,14,0,236,0,0,0,0
PL_1809063,Oleszyce,4929,2611,172,0,568,139,43,378,153,918,115,8,0,117,0,0,0,0
PL_1809072,Stary Dzików,3560,1696,140,0,317,76,9,270,229,526,17,20,0,92,0,0,0,0
PL_1809082,Wielkie Oczy,2960,1568,74,0,198,106,9,83,74,905,39,5,0,75,0,0,0,0
PL_1810011,Łańcut,13797,7442,222,0,2316,681,97,405,908,418,760,23,0,1612,0,0,0,0
PL_1810022,Białobrzegi,5726,2764,135,0,402,387,14,348,229,709,91,12,0,437,0,0,0,0
PL_1810032,Czarna,7664,3746,153,0,595,441,25,399,328,464,259,41,0,1041,0,0,0,0
PL_1810042,Łańcut,14603,7915,353,0,1332,636,48,855,566,1389,399,31,0,2306,0,0,0,0
PL_1810052,Markowa,4839,2388,114,0,377,200,9,308,106,890,52,5,0,327,0,0,0,0
PL_1810062,Rakszawa,5166,2821,154,0,390,666,12,332,217,411,79,20,0,540,0,0,0,0
PL_1810072,Żołynia,4901,2655,120,0,225,299,6,144,79,1374,58,10,0,340,0,0,0,0
PL_1811011,Mielec,47661,23077,648,0,9759,1631,451,1528,1826,1307,2823,57,0,3047,0,0,0,0
PL_1811022,Borowa,4111,2066,110,0,449,171,15,404,44,681,64,2,0,126,0,0,0,0
PL_1811032,Czermin,4719,1787,88,0,410,129,22,462,58,391,79,6,0,142,0,0,0,0
PL_1811042,Gawłuszowice,2094,1088,76,0,181,83,8,212,26,379,36,3,0,84,0,0,0,0
PL_1811052,Mielec,8643,3755,209,0,1021,305,33,485,154,626,310,17,0,595,0,0,0,0
PL_1811062,Padew Narodowa,4091,1973,90,0,452,67,6,363,84,575,71,3,0,262,0,0,0,0
PL_1811072,Przecław,7807,3261,185,0,668,224,20,439,119,457,437,11,0,701,0,0,0,0
PL_1811083,Radomyśl Wielki,9491,4086,211,0,578,227,26,595,129,1514,165,15,0,626,0,0,0,0
PL_1811092,Tuszów Narodowy,5386,2657,135,0,565,195,21,356,97,439,155,2,0,692,0,0,0,0
PL_1811102,Wadowice Górne,5003,2164,109,0,264,147,13,380,72,912,52,7,0,208,0,0,0,0
PL_1812012,Harasiuki,4626,1650,159,0,472,63,18,305,82,320,48,5,0,178,0,0,0,0
PL_1812022,Jarocin,4083,1573,114,0,561,79,18,234,196,175,70,12,0,114,0,0,0,0
PL_1812032,Jeżowe,6810,3321,173,0,445,412,20,488,178,456,187,26,0,936,0,0,0,0
PL_1812042,Krzeszów,3235,1310,69,0,422,55,11,253,66,183,49,6,0,196,0,0,0,0
PL_1812053,Nisko,16184,7246,272,0,2626,465,59,669,778,557,605,41,0,1174,0,0,0,0
PL_1812063,Rudnik nad Sanem,7646,2994,154,0,1003,237,25,306,260,198,295,11,0,505,0,0,0,0
PL_1812073,Ulanów,6630,2734,199,0,724,335,21,408,152,346,178,15,0,356,0,0,0,0
PL_1813012,Bircza,5020,2131,188,0,592,190,45,337,151,319,125,6,0,178,0,0,0,0
PL_1813022,Dubiecko,7530,2912,216,0,546,168,36,274,96,1296,75,9,0,196,0,0,0,0
PL_1813032,Fredropol,4039,1650,125,0,567,101,25,237,62,350,38,9,0,136,0,0,0,0
PL_1813042,Krasiczyn,3289,1251,86,0,381,92,50,169,120,132,76,4,0,141,0,0,0,0
PL_1813052,Krzywcza,3622,1295,126,0,290,91,37,234,54,271,69,9,0,114,0,0,0,0
PL_1813062,Medyka,4663,2346,249,0,542,362,49,284,165,259,153,24,0,259,0,0,0,0
PL_1813072,Orły,6030,2900,191,0,620,276,43,538,105,677,77,5,0,368,0,0,0,0
PL_1813082,Przemyśl,6528,2683,146,0,642,221,53,520,190,384,135,21,0,371,0,0,0,0
PL_1813092,Stubno,3052,1407,101,0,522,66,24,209,39,263,59,9,0,115,0,0,0,0
PL_1813102,Żurawica,8655,4159,300,0,1056,472,71,592,224,597,160,21,0,666,0,0,0,0
PL_1814011,Przeworsk,12374,6859,252,0,2166,751,131,423,508,929,486,18,0,1195,0,0,0,0
PL_1814022,Adamówka,3063,1445,81,0,327,327,6,195,31,371,43,4,0,60,0,0,0,0
PL_1814032,Gać,3426,1808,81,0,698,77,11,174,42,461,36,1,0,227,0,0,0,0
PL_1814042,Jawornik Polski,3688,1460,93,0,362,139,13,190,64,436,52,5,0,106,0,0,0,0
PL_1814053,Kańczuga,9568,4105,244,0,1407,296,37,549,126,1037,169,11,0,229,0,0,0,0
PL_1814062,Przeworsk,10662,5582,259,0,967,459,45,564,337,1694,202,20,0,1035,0,0,0,0
PL_1814073,Sieniawa,4961,2855,139,0,542,268,18,205,93,1247,101,20,0,222,0,0,0,0
PL_1814082,Tryńcza,5725,2749,197,0,447,287,23,364,165,743,115,7,0,401,0,0,0,0
PL_1814092,Zarzecze,5183,2995,183,0,412,118,17,196,70,1654,185,6,0,154,0,0,0,0
PL_1815012,Iwierzyce,5253,2848,179,0,470,263,22,457,146,710,137,71,0,393,0,0,0,0
PL_1815022,Ostrów,4903,2171,132,0,397,92,14,222,72,325,668,15,0,234,0,0,0,0
PL_1815033,Ropczyce,18718,9752,376,0,1154,682,63,804,344,4284,520,116,0,1409,0,0,0,0
PL_1815043,Sędziszów Małopolski,16464,8678,380,0,1649,1514,73,938,624,1318,465,138,0,1579,0,0,0,0
PL_1815052,Wielopole Skrzyńskie,6174,2851,187,0,217,166,13,293,67,1489,85,7,0,327,0,0,0,0
PL_1816011,Dynów,4578,2471,106,0,1263,240,37,217,110,115,128,9,0,246,0,0,0,0
PL_1816023,Błażowa,8124,3998,183,0,942,465,32,678,276,638,214,22,0,548,0,0,0,0
PL_1816032,Boguchwała,15101,7945,363,0,1633,725,82,1046,994,710,707,61,0,1624,0,0,0,0
PL_1816042,Chmielnik,4508,2357,125,0,482,261,9,297,138,340,173,21,0,511,0,0,0,0
PL_1816052,Dynów,5443,2242,139,0,1120,111,17,324,63,250,79,5,0,134,0,0,0,0
PL_1816063,Głogów Małopolski,12321,6496,309,0,1252,412,61,571,426,1795,483,15,0,1172,0,0,0,0
PL_1816072,Hyżne,4913,2778,150,0,511,331,22,446,213,364,189,13,0,539,0,0,0,0
PL_1816082,Kamień,4823,2513,73,0,376,433,12,388,68,512,85,16,0,550,0,0,0,0
PL_1816092,Krasne,10559,5362,325,0,1108,424,62,473,518,419,586,44,0,1403,0,0,0,0
PL_1816102,Lubenia,4972,2126,111,0,471,184,17,375,193,273,133,7,0,362,0,0,0,0
PL_1816113,Sokołów Małopolski,11814,5972,254,0,1124,743,42,842,246,828,325,40,0,1528,0,0,0,0
PL_1816122,Świlcza,13337,6773,354,0,1384,802,59,867,642,845,629,49,0,1142,0,0,0,0
PL_1816132,Trzebownisko,12810,6575,261,0,1084,334,68,546,526,632,1670,21,0,1433,0,0,0,0
PL_1816143,Tyczyn,10694,5080,215,0,1156,398,50,636,392,541,697,38,0,957,0,0,0,0
PL_1817011,Sanok,31302,14245,554,0,6084,1119,378,1283,1282,649,1548,69,0,1279,0,0,0,0
PL_1817022,Besko,3117,1232,78,0,288,70,15,230,86,164,108,3,0,190,0,0,0,0
PL_1817032,Bukowsko,3701,1858,130,0,646,93,21,262,49,518,39,7,0,93,0,0,0,0
PL_1817042,Komańcza,4466,1562,84,0,922,65,19,180,38,93,93,3,0,65,0,0,0,0
PL_1817052,Sanok,12153,4816,343,0,1415,261,58,861,328,583,292,61,0,614,0,0,0,0
PL_1817062,Tyrawa Wołoska,1397,415,54,0,108,22,6,80,26,66,38,3,0,12,0,0,0,0
PL_1817073,Zagórz,9334,3815,230,0,1289,469,58,387,269,495,268,14,0,336,0,0,0,0
PL_1817082,Zarszyn,6828,3194,171,0,1294,226,37,368,151,363,198,18,0,368,0,0,0,0
PL_1818011,Stalowa Wola,53778,25805,689,0,10034,2729,349,1610,3514,749,2536,151,0,3444,0,0,0,0
PL_1818022,Bojanów,4969,2154,155,0,388,239,20,282,131,477,159,9,0,294,0,0,0,0
PL_1818032,Pysznica,6639,2838,144,0,696,318,26,398,184,307,146,19,0,600,0,0,0,0
PL_1818042,Radomyśl nad Sanem,5654,2358,109,0,1084,96,24,209,136,290,128,8,0,274,0,0,0,0
PL_1818052,Zaklików,6669,2633,115,0,1022,182,20,261,144,377,132,5,0,375,0,0,0,0
PL_1818062,Zaleszany,7801,3327,193,0,1356,204,30,332,224,314,159,15,0,500,0,0,0,0
PL_1819012,Czudec,8570,4144,157,0,814,346,38,483,427,518,422,74,0,865,0,0,0,0
PL_1819022,Frysztak,7687,3738,222,0,1011,194,54,557,251,620,350,23,0,456,0,0,0,0
PL_1819032,Niebylec,7897,3557,180,0,732,304,32,593,230,591,334,30,0,531,0,0,0,0
PL_1819043,Strzyżów,15702,7015,338,0,1898,446,83,769,386,1431,1022,36,0,606,0,0,0,0
PL_1819052,Wiśniowa,6287,2921,126,0,488,196,23,427,121,954,232,12,0,342,0,0,0,0
PL_1820013,Baranów Sandomierski,8969,4402,303,0,967,264,30,501,264,1233,243,21,0,576,0,0,0,0
PL_1820022,Gorzyce,10257,4650,182,0,2787,277,28,306,189,250,214,39,0,378,0,0,0,0
PL_1820032,Grębów,7174,2506,187,0,917,159,26,398,99,369,124,16,0,211,0,0,0,0
PL_1820043,Nowa Dęba,14821,6707,275,0,2442,434,88,713,411,764,500,35,0,1045,0,0,0,0
PL_1861011,M. Krosno,38031,19690,566,0,7645,1374,573,1536,2257,872,1990,127,0,2750,0,0,0,0
PL_1862011,M. Przemyśl,52694,25542,1100,0,9834,2568,979,1482,2705,1584,1827,67,0,3396,0,0,0,0
PL_1863011,M. Rzeszów,118041,67622,1327,0,27087,5242,1561,2879,8997,2855,8584,254,0,8836,0,0,0,0
PL_1864011,M. Tarnobrzeg,38689,18619,507,0,9542,941,351,1260,1301,1249,1662,88,0,1718,0,0,0,0
PL_2001011,Augustów,22919,9581,329,0,3400,725,325,807,1189,535,1024,37,0,1177,0,25,8,0
PL_2001022,Augustów,5114,1898,58,0,409,60,17,404,112,581,77,3,0,175,0,2,0,0
PL_2001032,Bargłów Kościelny,4509,1597,64,0,298,53,8,246,73,662,49,1,0,139,0,3,1,0
PL_2001043,Lipsk,4648,1595,86,0,569,45,14,417,84,251,58,2,0,68,0,0,1,0
PL_2001052,Nowinka,2160,967,39,0,218,128,9,196,103,122,83,2,0,66,0,1,0,0
