gisco_id,name,registered,turnout,invalid,blank,N-VA,open vld,CD&V,SP.A,VLAAMS BELANG,GROEN,SD&P,PVDA+,Piratenpartij,R.O.S.S.E.M.,B.U.B.-Belg.Unie,PVGW,OpenVld,ROSSEM,PP,FDF,PS,MR,CDH,PTB-GO !,Parti Populaire,ECOLO,DEBOUT LES BELGES,Faire place Nette,LA DROITE,WALLONIE D'ABORD,PIRATE,Lutte Ouvrière,RassemblementWalon,P+,NATION,R.W.F.,FW,NWA,MG,MGJOD,B.U.B.,Lijst Dedecker,VLC,PP PARTIPENSIONNES,ISLAM,CIM,PTB-GO!,Vox Populi Belgica,B.U.B.- Belg.Unie,NVA,PTB*PVDA-GO !,DEBOUT LES BELGES!,GAUCHES COMMUNES,Égalitaires !,Parti Libertarien,Agora Erasmus,LaLutte-DeStrijd,F.D.F,MOVE
BE_41002,Aalst (Aalst) / Alost (Alost),0,57433,2723,0,20618,8596,7845,6526,4305,3767,1218,1081,468,147,87,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44001,Aalter,0,14619,635,0,3878,1812,4719,1204,514,1440,12,242,100,43,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24001,Aarschot,0,21669,1137,0,5694,0,4045,2510,1354,1543,0,452,0,0,41,0,4727,109,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11001,Aartselaar,0,10213,279,0,4724,0,1488,773,546,738,0,215,79,11,10,0,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23105,Affligem,0,9279,311,0,3253,0,1532,601,435,437,0,100,0,0,22,0,2517,25,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52074,Aiseau-Presles,0,6581,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,2441,940,675,383,366,324,282,101,67,51,36,30,22,20,20,19,19,14,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73001,Alken,0,8490,406,0,2771,0,1809,999,319,639,0,98,65,21,8,0,1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_38002,Alveringem,0,3531,173,0,1019,0,827,480,146,192,0,49,0,9,8,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61003,Amay,0,11238,848,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,250,3957,1688,868,823,477,1654,138,0,168,99,52,0,0,0,31,34,6,0,14,0,0,0,48,40,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63001,Amel / Amblève,0,3660,817,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,21,492,896,781,35,29,415,33,0,52,4,42,0,0,0,11,0,4,0,12,0,0,0,3,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92003,Andenne,0,16733,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,5783,2978,1748,0,734,1588,354,0,235,0,0,0,0,0,80,95,34,42,21,0,0,0,0,0,0,0,921,81,58,0,0,0,0,0,0,0,0,0,0
BE_21001,Anderlecht,0,47661,3590,0,0,1155,865,1253,826,0,0,0,0,0,0,0,0,0,0,2740,13767,8010,4142,0,1051,3266,0,0,297,0,0,0,0,0,197,0,0,0,57,0,0,0,0,0,1524,0,0,0,0,1573,1559,1449,122,94,60,38,26,0,0
BE_56001,Anderlues,0,7191,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3288,924,595,316,332,248,228,151,64,47,18,39,23,12,20,15,19,24,60,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91005,Anhée,0,4800,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,993,951,1356,0,169,340,72,0,63,0,0,0,0,0,27,43,8,8,5,0,0,0,0,0,0,0,230,15,7,0,0,0,0,0,0,0,0,0,0
BE_62003,Ans,0,17572,993,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,553,6449,3153,1665,1453,935,1118,271,0,215,202,100,0,0,0,59,43,16,0,20,0,0,0,49,74,168,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61079,Anthisnes,0,2858,169,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,65,821,737,219,288,69,279,12,0,56,23,13,0,0,0,3,6,0,0,2,0,0,0,5,9,1,77,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57003,Antoing,0,5097,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2213,877,354,172,85,289,105,68,57,26,57,26,10,4,62,10,5,4,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11002,Antwerpen / Anvers,0,281921,11239,0,92190,0,23051,44986,20673,37672,0,24466,2652,599,363,0,24030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34002,Anzegem,0,10736,580,0,3117,0,2479,1204,438,980,0,117,0,21,17,0,1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37020,Ardooie,0,6774,446,0,1686,0,1472,735,284,437,0,75,0,23,5,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13001,Arendonk,0,8390,373,0,3395,0,1848,804,576,556,0,139,62,20,9,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_81001,Arlon / Aarlen,0,19445,1260,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,409,4070,4500,4966,0,719,2182,399,0,281,0,0,0,0,0,0,84,0,0,100,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0
BE_71002,As,0,5682,345,0,1951,0,1246,739,348,281,0,197,34,12,9,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23002,Asse,0,20306,955,0,5694,0,3031,2017,798,1377,0,284,0,0,86,0,5611,38,70,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43002,Assenede,0,10208,556,0,2851,1779,1932,1224,620,719,5,398,64,39,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92006,Assesse,0,4343,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,956,1245,530,0,109,630,115,0,72,0,0,0,0,0,15,37,13,6,7,0,0,0,0,0,0,0,114,10,41,0,0,0,0,0,0,0,0,0,0
BE_51004,Ath / Aat,0,19594,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,7951,4087,1997,497,814,1253,295,168,103,84,149,69,49,22,36,43,21,22,92,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_81003,Attert,0,3747,276,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,62,376,893,1445,0,98,404,40,0,42,0,0,0,0,0,0,16,0,0,11,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
BE_81004,Aubange,0,8485,1151,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,120,2160,1324,1965,0,334,650,226,0,150,0,0,0,0,0,0,32,0,0,151,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0
BE_63003,Aubel,0,3718,157,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,148,796,1452,582,78,174,256,17,0,17,7,7,0,0,0,3,3,1,0,4,0,0,0,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21002,Auderghem / Oudergem,0,16239,629,0,0,345,281,122,91,0,0,0,0,0,0,0,0,0,0,4339,2188,3916,971,0,259,1900,0,0,87,0,0,0,0,0,36,0,0,0,16,0,0,0,0,0,74,0,0,0,0,287,428,180,37,7,30,11,5,0,0
BE_34003,Avelgem,0,7155,469,0,1498,0,1573,1499,298,450,0,87,0,22,20,0,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62006,Awans,0,6018,299,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,134,1821,1666,655,448,331,347,72,0,68,64,31,0,0,0,16,10,8,0,5,0,0,0,7,19,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62009,Aywaille,0,8055,392,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,161,1609,2896,1150,439,304,663,93,0,102,77,44,0,0,0,15,20,9,0,9,0,0,0,11,42,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63012,Büllingen / Bullange,0,3610,693,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,18,334,1250,720,17,17,380,27,0,75,12,29,0,0,0,7,1,4,0,3,0,0,0,1,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63013,Bütgenbach / Butgenbach,0,3607,843,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15,420,936,649,31,70,416,46,0,69,12,52,0,0,0,8,0,3,0,9,0,0,0,7,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13002,Baarle-Hertog / Baerle-Duc,0,1042,63,0,340,0,304,44,51,89,0,31,8,4,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63004,Baelen,0,2802,207,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,46,538,779,493,95,166,302,40,0,61,16,20,0,0,0,4,4,0,0,3,0,0,0,6,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13003,Balen,0,15511,850,0,6184,0,2899,1837,1185,718,0,437,120,69,16,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62011,Bassenge / Bitsingen,0,5698,375,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,102,1384,1240,976,387,462,438,61,0,48,57,40,0,0,0,42,12,12,0,7,0,0,0,12,20,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82003,Bastogne / Bastenaken,0,10000,630,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,124,895,2264,4846,0,345,459,125,0,93,0,0,0,0,0,0,20,0,0,19,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0
BE_56005,Beaumont,0,4772,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1461,1149,620,157,278,229,76,82,72,21,25,15,13,12,17,18,7,11,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91013,Beauraing,0,6230,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1571,2205,728,0,178,486,90,0,68,0,0,0,0,0,18,45,2,11,6,0,0,0,0,0,0,0,185,9,18,0,0,0,0,0,0,0,0,0,0
BE_25005,Beauvechain / Bevekom,0,4736,183,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,821,1937,707,93,160,523,65,0,23,0,0,0,0,0,17,18,0,6,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,19
BE_31003,Beernem,0,12302,829,0,3477,0,2699,1633,481,1131,0,162,0,39,35,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13004,Beerse,0,12269,586,0,5344,0,2370,841,916,780,0,260,96,32,8,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23003,Beersel,0,15560,661,0,3894,0,2039,1240,468,1276,0,224,0,0,118,0,4009,22,108,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24007,Begijnendijk,0,7417,342,0,2315,0,1322,761,408,499,0,146,0,0,14,0,1569,30,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24008,Bekkevoort,0,4486,214,0,1200,0,1154,483,208,187,0,52,0,0,7,0,946,32,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_51008,Beloeil,0,9286,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3832,2093,735,255,324,409,185,126,67,57,63,40,19,15,40,14,10,16,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21003,Berchem-Sainte-Agathe / Sint-Agatha-Berchem,0,12318,737,0,0,465,411,243,218,0,0,0,0,0,0,0,0,0,0,969,2519,2736,1263,0,295,869,0,0,58,0,0,0,0,0,45,0,0,0,10,0,0,0,0,0,200,0,0,0,0,631,297,277,25,20,14,12,4,0,0
BE_71004,Beringen,0,30368,1683,0,9263,0,5604,6377,2742,1520,0,510,205,80,40,0,2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12002,Berlaar,0,8177,367,0,3216,0,1359,1053,552,582,0,214,83,17,3,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_42003,Berlare,0,10711,568,0,3330,2841,1610,994,589,482,12,167,67,27,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64008,Berloz,0,2058,167,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,40,749,401,243,109,80,160,30,0,27,18,13,0,0,0,6,2,1,0,0,0,0,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_51009,Bernissart,0,7439,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,3484,1268,414,259,234,350,192,112,79,41,55,32,23,18,23,19,14,17,10,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24009,Bertem,0,6562,221,0,1832,0,1199,698,212,582,0,107,0,0,2,0,1660,9,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82005,Bertogne,0,2280,213,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,31,182,574,1009,0,92,93,21,0,19,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
BE_84009,Bertrix,0,5069,423,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,69,1114,1251,1414,0,211,308,79,0,55,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
BE_46003,Beveren (Sint-Niklaas) / Beveren (Saint-Nicolas),0,33950,1279,0,13098,3038,6796,2965,2761,2776,21,842,226,85,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62015,Beyne-Heusay,0,7480,420,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,189,2675,1253,739,692,467,424,143,0,112,97,37,0,0,0,38,15,15,0,10,0,0,0,17,60,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_91015,Bièvre,0,2296,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,284,1518,133,0,38,79,37,0,13,0,0,0,0,0,9,3,3,3,4,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0
BE_23009,Bever / Biévène,0,1519,64,0,253,0,344,137,47,114,0,25,0,0,8,0,471,2,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24011,Bierbeek,0,6732,177,0,1948,0,1453,763,157,725,0,131,0,0,9,0,1333,10,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73006,Bilzen,0,22657,1325,0,7026,0,5224,3124,1484,1064,0,401,144,38,21,0,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56011,Binche,0,20869,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,9790,3079,1494,1087,877,711,544,601,165,95,95,93,44,35,55,45,26,42,25,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31004,Blankenberge,0,14751,773,0,4213,0,1502,3286,813,765,0,180,0,66,29,0,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62119,Blégny,0,8922,402,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,206,2768,2156,1246,646,442,536,100,0,116,99,38,0,0,0,22,27,12,0,13,0,0,0,15,36,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72003,Bocholt,0,8786,533,0,2814,0,2438,1068,473,391,0,125,50,19,5,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11004,Boechout,0,9104,203,0,4038,0,1287,642,452,1174,0,282,84,15,5,0,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12005,Bonheiden,0,10660,342,0,4396,0,1783,762,529,967,0,233,98,31,6,0,1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11005,Boom,0,11097,467,0,4044,0,1357,2083,810,905,0,445,93,28,12,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24014,Boortmeerbeek,0,8457,298,0,2835,0,1150,924,348,598,0,135,0,0,6,0,2107,30,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73009,Borgloon / Looz,0,7920,456,0,1779,0,1373,1743,306,300,0,132,39,11,5,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12007,Bornem,0,15277,505,0,5214,0,3965,1724,847,1134,0,460,125,29,5,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11007,Borsbeek,0,7068,279,0,3289,0,797,572,539,705,0,311,73,15,5,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84010,Bouillon,0,3673,306,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,37,1062,877,874,0,136,179,40,0,44,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
BE_53014,Boussu,0,11809,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,5008,1173,823,629,369,564,602,231,92,73,74,53,16,43,55,37,18,39,24,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24016,Boutersem,0,6947,270,0,1788,0,1103,1007,236,746,0,137,0,0,21,0,1531,21,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31005,Brugge / Bruges,0,83611,3359,0,21756,0,15764,16566,3632,9669,0,1580,0,368,161,0,9062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_25014,Braine-l'Alleud / Eigenbrakel,0,27297,1435,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,6355,9569,2717,705,1354,2672,392,0,270,0,0,0,0,0,129,138,0,74,28,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,33
BE_25015,Braine-le-Château / Kasteelbrakel,0,7112,313,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1133,3276,623,159,225,706,75,0,52,0,0,0,0,0,23,27,0,8,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,9
BE_55004,'s Gravenbrakel / Braine-le-Comte,0,13550,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,3905,4340,1053,479,489,1002,308,113,79,65,128,63,18,19,29,46,16,14,17,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64015,Braives,0,4141,283,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,126,1137,1218,448,182,136,415,47,0,37,32,25,0,0,0,5,11,2,0,6,0,0,0,2,17,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45059,Brakel,0,10827,636,0,2523,3165,1808,1322,484,557,7,212,74,19,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11008,Brasschaat,0,25531,731,0,11649,0,3582,1888,1879,2066,0,790,264,46,31,0,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11009,Brecht,0,19496,721,0,9158,0,3174,1319,1593,1142,0,441,191,40,14,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_35002,Bredene,0,12264,607,0,3184,0,1228,3653,614,940,0,216,0,39,26,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72004,Bree,0,11243,705,0,3555,0,2714,954,679,528,0,160,54,22,18,0,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_51012,Brugelette,0,2337,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,857,568,188,60,63,173,58,33,15,18,23,9,9,2,8,7,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57093,Brunehaut,0,5090,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1924,1090,485,156,115,318,73,81,40,34,49,23,7,1,60,8,7,9,28,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21004,Bruxelles / Brussel,0,66004,4202,0,0,2143,1304,1846,761,0,0,0,0,0,0,0,0,0,0,4321,18529,9857,6813,0,1114,5961,0,0,232,0,0,0,0,0,139,0,0,0,59,0,0,0,0,0,1708,0,0,0,0,2133,2633,1765,155,190,79,41,19,0,0
BE_42004,Buggenhout,0,10378,509,0,3728,1517,2135,834,729,645,12,138,75,31,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61010,Burdinne,0,2084,100,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,45,393,884,198,101,53,215,22,0,23,12,8,0,0,0,3,9,0,0,0,0,0,0,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63087,Burg-Reuland,0,2434,655,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,259,479,724,33,12,175,7,0,24,9,24,0,0,0,3,0,0,0,5,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57018,Celles (Doornik) / Celles (Tournai),0,3764,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1127,1283,432,59,59,222,46,26,18,13,56,10,5,6,9,5,2,3,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_93010,Cerfontaine,0,3442,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,649,1670,261,0,148,158,65,0,45,0,0,0,0,0,7,12,2,10,4,0,0,0,0,0,0,0,111,6,3,0,0,0,0,0,0,0,0,0,0
BE_52012,Châtelet,0,20324,2096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,7963,2347,1419,1388,1080,752,1337,452,258,170,113,89,51,83,120,48,87,49,35,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52010,Chapelle-lez-Herlaimont,0,8397,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,3915,1077,518,450,353,331,293,123,85,60,73,49,11,10,27,16,10,32,9,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
